Vehicle_ID,Crash_ID,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit
V4621,20202142,No,No,Yes,60
V4622,20201203,No,Yes,No,40
V4623,20201075,No,No,No,60
V4624,20206009,No,No,No,110
V4625,20202045,No,No,No,80
V4626,20204059,No,No,No,60
V4627,20205132,No,No,No,50
V4628,20203200,No,No,No,50
V4629,20205090,No,No,No,50
V4630,20205037,No,No,No,100
V4631,20201111,No,No,No,60
V4632,20202158,No,No,No,50
V4633,20202167,No,No,Yes,100
V4634,20202040,No,No,No,100
V4635,20201107,No,No,No,90
V4636,20203224,No,No,Yes,100
V4637,20203147,No,No,No,100
V4638,20202184,No,No,No,50
V4639,20201190,No,Yes,No,110
V4640,20201245,No,No,No,100
V4641,20204083,No,No,No,100
V4642,20203207,No,No,No,70
V4643,20201259,No,No,No,100
V4644,20202068,No,No,No,100
V4645,20201178,No,No,Yes,110
V4646,20203196,No,No,No,10
V4647,20206016,No,No,No,60
V4648,20206008,No,No,No,100
V4649,20201105,No,No,No,50
V4650,20201171,No,No,No,100
V4651,20202161,No,No,No,60
V4652,20205010,No,No,No,70
V4653,20202085,No,No,No,100
V4654,20206026,No,No,No,100
V4655,20201199,No,Yes,No,100
V4656,20201085,No,No,No,50
V4657,20206024,No,No,No,50
V4658,20201027,No,No,Yes,100
V4659,20202024,No,No,No,50
V4660,20203092,No,No,No,100
V4661,20206029,Yes,No,No,50
V4662,20204080,No,No,No,100
V4663,20204049,No,No,Yes,110
V4664,20205011,No,No,No,110
V4665,20201076,No,No,No,70
V4666,20203227,No,No,No,100
V4667,20201012,No,No,No,110
V4668,20205137,No,No,No,80
V4669,20204038,No,No,No,110
V4670,20202174,No,No,Yes,80
V4671,20205122,No,No,No,110
V4672,20201048,No,No,No,60
V4673,20202054,No,No,No,60
V4674,20203242,No,No,No,60
V4675,20201210,No,No,No,60
V4676,20204016,No,No,No,60
V4677,20202192,No,No,No,50
V4678,20201179,No,No,No,70
V4679,20205082,No,No,No,60
V4680,20202115,No,Yes,No,50
V4681,20205079,No,No,Yes,110
V4682,20203022,No,No,Yes,100
V4683,20202083,No,No,No,100
V4684,20204062,No,No,No,80
V4685,20202026,No,No,No,100
V4686,20201254,No,No,No,100
V4687,20201160,No,No,No,100
V4688,20202104,No,No,No,50
V4689,20205131,No,No,No,110
V4690,20201134,No,Yes,No,100
V4691,20202086,No,No,No,100
V4692,20202126,No,No,No,100
V4693,20202011,No,No,No,60
V4694,20202047,No,No,No,60
V4695,20202064,No,No,No,60
V4696,20201060,No,No,No,40
V4697,20205087,No,No,No,110
V4698,20206021,No,No,No,80
V4699,20201046,No,No,No,50
V4700,20203149,No,Yes,No,100
V4701,20204052,No,No,No,50
V4702,20202194,No,No,No,60
V4703,20207010,No,No,No,50
V4704,20205121,No,No,No,110
V4705,20191119,No,No,No,40
V4706,20192173,No,No,No,60
V4707,20193073,No,No,No,100
V4708,20192170,No,No,No,50
V4709,20197003,No,No,No,130
V4710,20194003,No,No,No,100
V4711,20191322,No,No,No,100
V4712,20193148,No,No,Yes,100
V4713,20192171,No,No,No,80
V4714,20192038,No,No,No,100
V4715,20194038,No,No,No,110
V4716,20195069,No,No,No,100
V4717,20193071,No,No,No,100
V4718,20193006,No,No,Yes,100
V4719,20194020,No,No,No,50
V4720,20194053,No,No,Yes,110
V4721,20197018,No,No,No,130
V4722,20193115,No,No,No,100
V4723,20197021,No,No,No,80
V4724,20191214,No,No,No,70
V4725,20192073,No,No,No,80
V4726,20191117,No,No,No,60
V4727,20191169,No,No,No,80
V4728,20191207,No,No,No,100
V4729,20192176,No,Yes,No,80
V4730,20198001,No,No,No,60
V4731,20191012,No,No,No,100
V4732,20194030,No,No,No,60
V4733,20192130,No,No,No,60
V4734,20191066,No,No,No,100
V4735,20195135,No,No,No,110
V4736,20191133,No,No,No,110
V4737,20191089,No,No,No,100
V4738,20194050,No,No,No,100
V4739,20193168,No,No,No,100
V4740,20191125,No,No,No,60
V4741,20191078,No,No,No,80
V4742,20192016,No,No,No,80
V4743,20191071,No,No,No,50
V4744,20195043,No,No,No,110
V4745,20195073,No,No,No,100
V4746,20191274,No,No,No,80
V4747,20196003,No,No,No,80
V4748,20192149,No,No,Yes,80
V4749,20197016,No,No,No,70
V4750,20195106,No,No,No,80
V4751,20194051,No,No,No,100
V4752,20195074,No,No,Yes,110
V4753,20194068,No,No,No,100
V4754,20192152,No,No,No,100
V4755,20192072,No,No,No,60
V4756,20191171,No,No,No,90
V4757,20193015,No,No,No,100
V4758,20195142,No,No,No,80
V4759,20191035,No,No,No,80
V4760,20192151,No,No,No,80
V4761,20194076,No,Yes,No,60
V4762,20192247,No,Yes,Yes,50
V4763,20193029,No,Yes,No,100
V4764,20192239,No,No,No,50
V4765,20192104,No,No,No,60
V4766,20192039,No,No,No,100
V4767,20196023,No,No,No,60
V4768,20192226,No,No,No,50
V4769,20193060,No,No,No,100
V4770,20191096,No,No,No,100
V4771,20191076,No,No,No,90
V4772,20195116,No,No,No,110
V4773,20194072,No,No,Yes,70
V4774,20191200,No,No,No,100
V4775,20193004,No,No,No,60
V4776,20192233,No,No,No,100
V4777,20191026,No,No,No,50
V4778,20192082,No,No,No,80
V4779,20193090,No,No,No,80
V4780,20191248,No,No,No,100
V4781,20197020,No,No,No,110
V4782,20196011,No,No,No,100
V4783,20191321,No,No,No,110
V4784,20193009,No,No,No,60
V4785,20191250,No,No,No,80
V4786,20191256,No,No,No,100
V4787,20193099,No,No,No,100
V4788,20195063,No,No,No,90
V4789,20191105,No,No,No,100
V4790,20194032,No,No,No,80
V4791,20194014,No,No,Yes,110
V4792,20191261,No,No,No,100
V4793,20193127,No,No,No,100
V4794,20195119,No,No,Yes,110
V4795,20193069,No,No,No,60
V4796,20191120,No,No,No,80
V4797,20197010,No,No,No,60
V4798,20194067,No,No,No,60
V4799,20195081,No,No,No,110
V4800,20193134,No,No,No,80
V4801,20196010,No,No,No,100
V4802,20192096,No,No,No,100
V4803,20194055,No,No,No,100
V4804,20191127,No,No,No,100
V4805,20191209,No,No,No,100
V4806,20191057,No,No,No,100
V4807,20192129,No,No,No,60
V4808,20193139,No,No,No,100
V4809,20191154,No,No,No,60
V4810,20192052,No,No,Yes,100
V4811,20192078,No,No,No,100
V4812,20193052,No,No,No,100
V4813,20191262,No,No,No,100
V4814,20194080,No,No,No,80
V4815,20191313,No,Yes,No,110
V4816,20191063,No,No,No,110
V4817,20194086,No,No,Yes,110
V4818,20193123,No,No,No,60
V4819,20192208,No,No,No,100
V4820,20192087,No,No,No,60
V4821,20191296,No,No,No,80
V4822,20192127,No,No,Yes,60
V4823,20193177,No,No,No,100
V4824,20193167,No,No,No,40
V4825,20195099,No,No,No,110
V4826,20194061,No,No,No,70
V4827,20193013,No,No,No,80
V4828,20191004,No,No,No,80
V4829,20191213,No,No,No,50
V4830,20191215,No,No,No,100
V4831,20193129,No,Yes,No,100
V4832,20193053,No,No,No,100
V4833,20191092,No,No,No,60
V4834,20194092,No,No,No,60
V4835,20191232,No,No,No,80
V4836,20194084,No,No,No,100
V4837,20195105,No,No,No,110
V4838,20192107,No,No,No,60
V4839,20195120,No,No,No,50
V4840,20193153,No,No,No,100
V4841,20191158,No,No,No,100
V4842,20192147,No,No,No,80
V4843,20194077,No,No,Yes,100
V4844,20192203,No,No,No,100
V4845,20191151,No,No,No,40
V4846,20191087,No,No,No,70
V4847,20195016,No,No,No,50
V4848,20191303,No,No,No,70
V4849,20192219,No,No,No,50
V4850,20192216,No,No,No,100
V4851,20192206,No,Yes,No,80
V4852,20195122,No,No,No,80
V4853,20194029,No,No,No,110
V4854,20195084,No,No,No,60
V4855,20191283,No,No,Yes,110
V4856,20191305,No,No,No,100
V4857,20194059,No,No,No,80
V4858,20192027,No,No,No,50
V4859,20191101,Yes,No,No,40
V4860,20193048,No,No,No,100
V4861,20193023,No,No,No,60
V4862,20191128,No,No,No,70
V4863,20192172,No,No,No,70
V4864,20194042,No,No,No,110
V4865,20191141,No,No,Yes,100
V4866,20192084,No,No,No,60
V4867,20191230,No,Yes,No,100
V4868,20192020,No,No,Yes,100
V4869,20193046,No,No,No,110
V4870,20192112,No,No,No,100
V4871,20195026,No,No,No,70
V4872,20193064,No,No,No,110
V4873,20194104,No,No,No,80
V4874,20194110,No,No,No,60
V4875,20191324,No,No,No,60
V4876,20191075,No,No,No,80
V4877,20196002,No,No,Yes,50
V4878,20194097,No,No,Yes,50
V4879,20192186,No,No,No,100
V4880,20193179,No,No,No,60
V4881,20192003,No,No,No,100
V4882,20191291,No,No,No,100
V4883,20194098,No,No,No,100
V4884,20191007,No,No,No,80
V4885,20191132,No,No,No,100
V4886,20191263,No,No,No,100
V4887,20193183,No,No,No,100
V4888,20195098,No,No,No,50
V4889,20192217,No,No,No,100
V4890,20193102,No,No,No,100
V4891,20192137,No,Yes,No,100
V4892,20198002,No,No,No,50
V4893,20192131,No,No,No,60
V4894,20191307,No,No,No,50
V4895,20193180,No,No,No,60
V4896,20191023,No,No,No,110
V4897,20192224,No,No,No,60
V4898,20192245,No,No,No,80
V4899,20194025,No,Yes,No,110
V4900,20191061,No,No,No,100
V4901,20191088,No,No,No,60
V4902,20194008,No,No,No,50
V4903,20191006,No,No,No,110
V4904,20193137,No,No,No,100
V4905,20191072,No,No,No,100
V4906,20193188,No,No,No,80
V4907,20194048,No,No,No,60
V4908,20193103,No,No,No,100
V4909,20191060,No,No,No,70
V4910,20194079,No,No,No,80
V4911,20192019,No,No,No,100
V4912,20193083,No,No,No,50
V4913,20192165,No,Yes,No,100
V4914,20192118,No,No,No,100
V4915,20191167,No,No,No,50
V4916,20196021,No,No,No,50
V4917,20191136,No,No,No,100
V4918,20193176,No,No,No,60
V4919,20193042,No,No,No,80
V4920,20191260,No,No,No,80
V4921,20192047,No,No,No,100
V4922,20191028,No,No,No,100
V4923,20192227,No,No,No,80
V4924,20193151,No,No,No,80
V4925,20192174,No,No,No,100
V4926,20193159,No,No,No,100
V4927,20194013,No,No,No,50
V4928,20192238,No,No,No,70
V4929,20193096,No,No,No,100
V4930,20192162,No,No,No,100
V4931,20191281,No,No,No,70
V4932,20197024,No,No,No,70
V4933,20191199,No,No,Yes,110
V4934,20193130,No,No,No,60
V4935,20192155,No,No,No,60
V4936,20195027,No,Yes,No,110
V4937,20194011,No,No,No,10
V4938,20193187,No,No,No,100
V4939,20195038,No,No,No,110
V4940,20191257,No,No,No,60
V4941,20192237,No,No,No,100
V4942,20193117,No,No,No,60
V4943,20195009,No,No,No,80
V4944,20192077,No,No,No,100
V4945,20191195,Yes,No,No,80
V4946,20191193,Yes,Yes,No,110
V4947,20191273,No,Yes,No,100
V4948,20193146,No,Yes,No,100
V4949,20191183,No,No,No,50
V4950,20193097,No,No,No,80
V4951,20192213,No,Yes,No,100
V4952,20191175,No,Yes,No,80
V4953,20191113,No,No,No,80
V4954,20193161,No,Yes,No,100
V4955,20195061,No,No,No,110
V4956,20195139,No,No,No,80
V4957,20192157,No,No,No,100
V4958,20193194,No,No,No,60
V4959,20192060,No,No,No,100
V4960,20191039,No,No,No,50
V4961,20193119,No,No,No,100
V4962,20192048,No,No,No,100
V4963,20192205,No,No,No,100
V4964,20191285,No,Yes,No,60
V4965,20193113,No,No,No,50
V4966,20191202,No,No,No,80
V4967,20195060,No,No,No,110
V4968,20192228,No,No,No,100
V4969,20191312,No,No,No,110
V4970,20193032,No,No,No,60
V4971,20191191,No,No,No,60
V4972,20191043,No,No,No,70
V4973,20191176,No,No,No,40
V4974,20197013,No,No,No,110
V4975,20191112,No,No,No,50
V4976,20191277,No,No,No,50
V4977,20193040,No,No,No,80
V4978,20195023,No,No,No,80
V4979,20192197,No,No,No,60
V4980,20192028,No,No,No,100
V4981,20191150,No,No,No,100
V4982,20191240,No,No,No,50
V4983,20191162,No,No,No,70
V4984,20193089,No,No,No,100
V4985,20195052,No,No,No,110
V4986,20191212,No,No,No,100
V4987,20193124,No,No,No,70
V4988,20191222,No,No,No,100
V4989,20191282,No,No,No,60
V4990,20191099,No,No,No,80
V4991,20193056,No,No,No,80
V4992,20193154,No,No,No,100
V4993,20195017,No,No,Yes,110
V4994,20191020,No,No,Yes,100
V4995,20193178,No,No,No,100
V4996,20191170,No,No,No,100
V4997,20193045,No,No,No,80
V4998,20192229,No,No,No,50
V4999,20191229,No,No,No,80
V5000,20194022,No,No,No,50
V5001,20196016,No,No,No,50
V5002,20191048,No,No,No,100
V5003,20193132,No,No,No,100
V5004,20192158,No,Yes,No,50
V5005,20192091,No,No,No,100
V5006,20191223,No,No,No,60
V5007,20195064,No,No,No,60
V5008,20191148,No,No,No,80
V5009,20193145,No,No,No,80
V5010,20192026,No,No,No,100
V5011,20195091,Yes,No,No,100
V5012,20191287,No,No,No,100
V5013,20193114,No,No,No,100
V5014,20191116,No,No,No,80
V5015,20191203,No,No,No,100
V5016,20192004,No,No,No,80
V5017,20193173,No,No,No,100
V5018,20192164,No,No,No,50
V5019,20191115,No,No,Yes,60
V5020,20192070,No,No,No,70
V5021,20195080,No,No,No,110
V5022,20195019,No,No,No,100
V5023,20191276,No,No,No,80
V5024,20193085,No,No,No,80
V5025,20196005,No,No,No,50
V5026,20191073,No,No,No,110
V5027,20192142,No,No,No,80
V5028,20193017,No,No,No,100
V5029,20193080,No,No,No,100
V5030,20198004,No,No,Yes,100
V5031,20191098,No,No,No,50
V5032,20195056,No,No,No,60
V5033,20194085,No,No,No,60
V5034,20193067,No,No,No,100
V5035,20193074,No,No,Yes,100
V5036,20192008,No,No,No,50
V5037,20193105,No,No,No,100
V5038,20191329,No,No,No,50
V5039,20191016,No,No,No,50
V5040,20193118,No,No,Yes,70
V5041,20191015,No,No,Yes,100
V5042,20192062,No,No,Yes,100
V5043,20193049,No,No,No,60
V5044,20195013,No,No,No,60
V5045,20193078,No,No,No,110
V5046,20192207,No,No,No,100
V5047,20191168,No,No,No,100
V5048,20191102,No,No,No,50
V5049,20191279,No,No,No,110
V5050,20195140,No,No,No,60
V5051,20194096,No,No,No,110
V5052,20192083,No,No,No,40
V5053,20193116,No,No,No,100
V5054,20193150,No,No,No,60
V5055,20193186,No,No,No,100
V5056,20193010,No,No,No,80
V5057,20191246,No,No,No,50
V5058,20192049,No,No,No,80
V5059,20191093,No,No,No,80
V5060,20193036,No,No,No,100
V5061,20196019,No,No,No,60
V5062,20194089,No,No,No,110
V5063,20195070,No,No,No,80
V5064,20193088,No,No,No,60
V5065,20191163,No,No,No,110
V5066,20191110,No,No,No,80
V5067,20192144,No,No,No,60
V5068,20193166,No,No,No,100
V5069,20192138,No,No,No,60
V5070,20193147,No,No,Yes,100
V5071,20197019,No,No,No,100
V5072,20193135,No,No,No,80
V5073,20192209,No,No,No,40
V5074,20192031,No,No,No,100
V5075,20193126,No,No,No,100
V5076,20193021,No,No,Yes,80
V5077,20192053,No,No,No,80
V5078,20192156,No,No,No,50
V5079,20191309,No,No,No,110
V5080,20194065,No,No,No,70
V5081,20195097,No,No,No,110
V5082,20191293,No,No,No,90
V5083,20191216,No,No,No,60
V5084,20195127,No,No,No,60
V5085,20191326,No,No,No,100
V5086,20191254,No,No,No,60
V5087,20192011,No,No,No,60
V5088,20191189,No,No,No,80
V5089,20193008,No,Yes,No,80
V5090,20191111,No,No,No,110
V5091,20194018,No,Yes,No,110
V5092,20193024,No,No,No,100
V5093,20193016,No,No,No,70
V5094,20195086,No,No,No,110
V5095,20195144,No,No,No,50
V5096,20191064,No,No,No,110
V5097,20193152,No,No,No,60
V5098,20191085,No,No,No,110
V5099,20191186,No,No,No,50
V5100,20193027,No,No,No,80
V5101,20192014,No,No,No,70
V5102,20196001,No,No,No,80
V5103,20193072,No,No,No,80
V5104,20191149,No,No,No,80
V5105,20192056,No,No,No,80
V5106,20195147,No,No,No,50
V5107,20193084,No,No,No,100
V5108,20193001,No,No,No,60
V5109,20191114,No,No,No,50
V5110,20191156,No,No,No,100
V5111,20195125,No,No,No,60
V5112,20191090,No,No,No,50
V5113,20195094,No,No,No,110
V5114,20191206,No,No,No,60
V5115,20191029,No,No,No,40
V5116,20194054,No,No,No,25
V5117,20194047,No,No,No,110
V5118,20194101,No,No,Yes,110
V5119,20191164,No,No,No,100
V5120,20191269,No,No,No,80
V5121,20193162,No,No,Yes,100
V5122,20192150,No,No,No,50
V5123,20193142,No,No,No,80
V5124,20191034,No,No,No,60
V5125,20192128,No,No,No,80
V5126,20197008,No,No,No,80
V5127,20191097,No,No,No,90
V5128,20191244,Yes,No,No,50
V5129,20191228,No,No,No,60
V5130,20194083,No,Yes,No,70
V5131,20195092,No,No,No,110
V5132,20191311,No,No,No,50
V5133,20193025,No,No,Yes,100
V5134,20195003,Yes,No,No,110
V5135,20195059,No,No,No,60
V5136,20191268,No,No,No,60
V5137,20191278,No,No,No,110
V5138,20193022,No,Yes,No,100
V5139,20195112,No,No,No,60
V5140,20195042,No,No,No,110
V5141,20191320,No,No,No,100
V5142,20195037,No,No,No,50
V5143,20192090,No,No,No,80
V5144,20191070,No,Yes,Yes,100
V5145,20197001,No,No,No,100
V5146,20191095,No,No,No,50
V5147,20193106,No,No,No,100
V5148,20193028,No,No,No,100
V5149,20196017,No,No,No,110
V5150,20192022,No,No,No,60
V5151,20192121,No,No,No,50
V5152,20193039,No,No,No,90
V5153,20193076,No,No,No,80
V5154,20195150,No,No,No,90
V5155,20192071,No,No,No,60
V5156,20191302,No,No,No,80
V5157,20196006,No,No,Yes,100
V5158,20191165,No,Yes,No,80
V5159,20194106,No,No,No,100
V5160,20195031,No,No,No,80
V5161,20193018,No,No,No,100
V5162,20194039,No,No,No,80
V5163,20191160,No,No,No,80
V5164,20192074,No,No,No,80
V5165,20193136,No,No,No,60
V5166,20191301,No,No,No,50
V5167,20192244,No,No,No,60
V5168,20191124,No,No,Yes,110
V5169,20191058,No,No,No,100
V5170,20194021,No,No,No,110
V5171,20192064,No,No,No,110
V5172,20195108,No,No,No,100
V5173,20193034,No,No,No,100
V5174,20191086,No,No,No,80
V5175,20196013,No,No,No,100
V5176,20194015,No,No,No,50
V5177,20193155,No,No,No,70
V5178,20194012,No,No,No,100
V5179,20192210,No,No,No,60
V5180,20192154,No,No,No,80
V5181,20191083,No,No,No,60
V5182,20193189,No,No,Yes,100
V5183,20192063,No,No,No,70
V5184,20191317,No,No,No,80
V5185,20193163,No,No,No,50
V5186,20191144,No,No,No,100
V5187,20195068,No,No,No,50
V5188,20193164,No,No,No,50
V5189,20191327,No,No,No,70
V5190,20193092,No,No,No,100
V5191,20191272,No,No,No,60
V5192,20191310,No,No,No,70
V5193,20192092,No,No,No,100
V5194,20191081,No,No,No,80
V5195,20191143,No,No,No,100
V5196,20192030,Yes,No,Yes,100
V5197,20192089,No,No,No,60
V5198,20192034,No,Yes,No,60
V5199,20193070,No,Yes,No,110
V5200,20193044,No,No,No,100
V5201,20193169,No,No,No,80
V5202,20197015,No,No,No,110
V5203,20195020,No,Yes,No,110
V5204,20191131,No,No,No,60
V5205,20191255,No,No,No,60
V5206,20195039,No,No,No,60
V5207,20194064,No,No,No,80
V5208,20195001,No,Yes,No,110
V5209,20191009,No,No,Yes,80
V5210,20195005,No,No,No,110
V5211,20197026,No,No,No,50
V5212,20197025,No,Yes,No,80
V5213,20192054,No,No,No,50
V5214,20191197,Yes,No,No,50
V5215,20195101,No,No,No,110
V5216,20194087,No,No,No,50
V5217,20193043,No,No,No,100
V5218,20192002,No,No,No,80
V5219,20194034,No,No,No,100
V5220,20192181,No,No,No,60
V5221,20193143,No,No,No,70
V5222,20195141,No,No,No,50
V5223,20191013,No,No,No,50
V5224,20195107,No,No,No,110
V5225,20191137,No,No,Yes,110
V5226,20194100,No,No,No,10
V5227,20191218,No,No,No,70
V5228,20192184,No,Yes,No,50
V5229,20192188,No,Yes,No,60
V5230,20191178,No,Yes,No,90
V5231,20194052,No,No,No,110
V5232,20191297,No,Yes,No,80
V5233,20191146,No,No,No,100
V5234,20191030,No,No,No,100
V5235,20194107,No,No,No,110
V5236,20196008,No,No,No,100
V5237,20191184,No,No,No,100
V5238,20191300,No,No,No,100
V5239,20194006,No,No,No,50
V5240,20195132,No,No,No,20
V5241,20193101,No,Yes,No,70
V5242,20194024,No,No,No,100
V5243,20193125,No,Yes,No,100
V5244,20195033,No,No,No,110
V5245,20192204,No,No,No,50
V5246,20192065,No,No,Yes,40
V5247,20195117,No,No,No,50
V5248,20195126,No,No,No,110
V5249,20192231,No,No,No,110
V5250,20195021,No,No,Yes,110
V5251,20191298,No,No,No,100
V5252,20192199,No,No,No,50
V5253,20193030,No,No,No,110
V5254,20195131,No,No,No,70
V5255,20195058,No,No,No,110
V5256,20195022,No,No,No,60
V5257,20191051,No,No,No,100
V5258,20191077,No,No,No,100
V5259,20194060,No,No,No,110
V5260,20192123,No,No,No,70
V5261,20192006,No,No,No,100
V5262,20194049,No,No,No,110
V5263,20194088,No,No,No,60
V5264,20192010,No,No,No,100
V5265,20192243,No,No,No,50
V5266,20191126,No,No,No,100
V5267,20191280,No,No,No,60
V5268,20193002,No,No,No,50
V5269,20193057,No,No,No,60
V5270,20192201,No,No,No,60
V5271,20192115,No,No,No,100
V5272,20193138,No,No,No,100
V5273,20191208,No,No,No,100
V5274,20195041,No,No,No,100
V5275,20192111,No,No,No,80
V5276,20191019,No,No,No,100
V5277,20193172,No,No,No,50
V5278,20193094,No,No,No,100
V5279,20195148,No,No,No,110
V5280,20195066,No,No,Yes,70
V5281,20191205,No,No,No,60
V5282,20193141,No,No,No,100
V5283,20192075,No,Yes,No,100
V5284,20192218,No,No,No,60
V5285,20197014,No,No,No,130
V5286,20192234,No,No,No,60
V5287,20191243,No,No,No,50
V5288,20191237,No,No,No,60
V5289,20191082,No,No,No,100
V5290,20193185,No,No,No,100
V5291,20197017,No,No,No,110
V5292,20191328,No,No,No,80
V5293,20196009,No,No,No,80
V5294,20196020,No,No,No,100
V5295,20191315,No,No,No,80
V5296,20193065,No,No,Yes,100
V5297,20195045,No,No,No,80
V5298,20191289,No,No,No,50
V5299,20195057,No,No,Yes,110
V5300,20198005,No,No,No,60
V5301,20191236,No,No,No,80
V5302,20192100,No,No,No,100
V5303,20191235,No,No,Yes,100
V5304,20195015,No,No,Yes,110
V5305,20195103,No,No,No,110
V5306,20191194,No,No,Yes,80
V5307,20192166,No,No,No,80
V5308,20193020,No,No,No,100
V5309,20191011,No,Yes,No,50
V5310,20194023,No,No,No,50
V5311,20195134,No,No,No,70
V5312,20193061,No,Yes,No,60
V5313,20192193,No,No,No,100
V5314,20193160,No,No,No,100
V5315,20192240,No,No,No,80
V5316,20195130,No,No,No,60
V5317,20192088,No,No,No,50
V5318,20191109,No,No,No,50
V5319,20191318,No,No,No,60
V5320,20194094,No,No,No,100
V5321,20192116,No,No,No,110
V5322,20191008,No,No,No,100
V5323,20194066,No,No,No,100
V5324,20192035,No,Yes,No,80
V5325,20191253,No,Yes,No,90
V5326,20192099,No,No,No,60
V5327,20196014,No,No,No,110
V5328,20193121,No,No,No,100
V5329,20194069,No,No,No,100
V5330,20192211,No,No,No,80
V5331,20192113,No,No,No,60
V5332,20191217,No,Yes,Yes,110
V5333,20192140,No,No,No,80
V5334,20193195,No,No,No,80
V5335,20191173,No,No,Yes,70
V5336,20194007,No,No,No,100
V5337,20195114,No,No,No,110
V5338,20192191,No,Yes,No,100
V5339,20194016,No,No,No,110
V5340,20192126,No,No,No,50
V5341,20195049,No,No,No,110
V5342,20195025,No,No,No,60
V5343,20193007,No,No,No,60
V5344,20192143,No,No,No,80
V5345,20192032,No,No,No,60
V5346,20192086,No,No,No,60
V5347,20194078,No,No,No,50
V5348,20191027,No,No,No,60
V5349,20192013,No,No,No,60
V5350,20195055,No,Yes,No,110
V5351,20193095,No,No,No,60
V5352,20192175,No,No,No,100
V5353,20191219,No,No,No,100
V5354,20193031,No,No,No,70
V5355,20194037,No,No,No,100
V5356,20192248,No,No,Yes,100
V5357,20192050,No,No,No,100
V5358,20194026,No,No,No,110
V5359,20192105,No,No,No,60
V5360,20196027,No,No,Yes,100
V5361,20191049,No,No,No,60
V5362,20193192,No,No,No,110
V5363,20193059,No,No,No,80
V5364,20194103,No,No,No,80
V5365,20191056,No,Yes,No,80
V5366,20192246,No,No,No,70
V5367,20193066,No,No,No,50
V5368,20191140,No,Yes,No,50
V5369,20194082,No,No,No,80
V5370,20193170,No,No,No,50
V5371,20191091,No,No,No,60
V5372,20195109,No,No,No,110
V5373,20191134,No,Yes,No,50
V5374,20194031,No,No,Yes,110
V5375,20195128,No,Yes,No,110
V5376,20191325,No,No,No,100
V5377,20195129,No,No,No,60
V5378,20192215,No,No,No,80
V5379,20193196,No,No,No,100
V5380,20193112,No,No,No,100
V5381,20192133,No,No,No,50
V5382,20191001,No,No,No,100
V5383,20193012,No,No,No,100
V5384,20191198,No,No,No,50
V5385,20191121,No,No,No,90
V5386,20193174,No,No,No,100
V5387,20197027,No,No,No,80
V5388,20192163,No,No,No,100
V5389,20192094,No,No,Yes,100
V5390,20193104,No,No,Yes,100
V5391,20191130,No,No,No,100
V5392,20193051,No,No,No,70
V5393,20191304,No,No,No,100
V5394,20195007,No,No,No,60
V5395,20192122,No,No,No,70
V5396,20193019,No,No,No,100
V5397,20192095,No,No,No,60
V5398,20197028,No,No,No,100
V5399,20194058,No,No,Yes,110
V5400,20192236,No,No,No,50
V5401,20193037,No,No,No,100
V5402,20192024,No,No,No,50
V5403,20193181,No,No,No,60
V5404,20192059,No,No,Yes,60
V5405,20192001,No,No,No,100
V5406,20194102,No,No,No,110
V5407,20192109,No,No,No,100
V5408,20197005,No,No,No,100
V5409,20194105,No,No,Yes,110
V5410,20191252,No,No,No,70
V5411,20193109,No,No,No,60
V5412,20194005,No,No,No,10
V5413,20195053,No,No,No,110
V5414,20191142,No,No,No,50
V5415,20195077,No,No,No,110
V5416,20194081,No,No,Yes,110
V5417,20192068,No,No,No,80
V5418,20191052,No,No,No,80
V5419,20195136,No,No,No,60
V5420,20193026,No,No,No,100
V5421,20195006,No,No,No,80
V5422,20192085,No,No,No,80
V5423,20192101,No,No,No,60
V5424,20191227,No,Yes,No,100
V5425,20191017,No,No,No,60
V5426,20192232,No,No,No,60
V5427,20192235,No,No,Yes,100
V5428,20193107,No,No,No,60
V5429,20191188,No,No,No,50
V5430,20192108,No,No,No,60
V5431,20192125,No,No,No,60
V5432,20196015,No,No,No,100
V5433,20194046,No,No,Yes,110
V5434,20194091,No,No,Yes,110
V5435,20194010,No,No,No,100
V5436,20193144,No,No,No,80
V5437,20195088,No,No,No,110
V5438,20194071,No,No,No,50
V5439,20195087,No,No,No,110
V5440,20192067,No,Yes,No,100
V5441,20191319,No,No,No,60
V5442,20197023,No,No,No,100
V5443,20191041,No,No,No,110
V5444,20193100,No,No,No,100
V5445,20195090,No,No,No,60
V5446,20191024,No,No,No,80
V5447,20195040,No,No,No,100
V5448,20195036,No,No,No,100
V5449,20192015,No,No,No,60
V5450,20192169,No,No,No,100
V5451,20191084,No,No,No,110
V5452,20191103,No,No,No,100
V5453,20193111,No,No,No,50
V5454,20195004,No,No,No,50
V5455,20192177,No,No,No,100
V5456,20191042,Yes,No,No,80
V5457,20195145,No,No,No,110
V5458,20196018,No,No,No,50
V5459,20193033,No,No,No,60
V5460,20192230,No,No,No,90
V5461,20191002,No,No,No,100
V5462,20192080,No,No,No,60
V5463,20192139,No,No,No,100
V5464,20191118,No,No,No,60
V5465,20191179,No,No,No,100
V5466,20191226,No,No,No,100
V5467,20191264,No,No,No,60
V5468,20193122,No,Yes,No,100
V5469,20192036,No,Yes,No,100
V5470,20191031,No,No,No,100
V5471,20191247,No,Yes,No,100
V5472,20191284,No,No,No,80
V5473,20193093,No,No,No,100
