Vehicle_ID,Bus_Involvement,Heavy_Rigid_Truck,Articulated_Truck,Speed_Limit
5272,No,No,No,60
5273,No,Yes,No,100
5274,No,No,Yes,100
5275,No,No,No,110
5276,No,No,No,100
5277,No,No,No,70
5278,No,No,No,110
5279,No,No,No,80
5280,No,No,No,60
5281,No,No,No,60
5282,No,No,No,80
5283,No,No,No,80
5284,No,No,Yes,50
5285,No,No,Yes,50
5286,No,No,No,100
5287,No,No,No,60
5288,No,No,No,100
5289,No,No,No,100
5290,No,No,No,100
5291,No,No,No,80
5292,No,No,No,100
5293,No,No,No,100
5294,No,No,No,100
5295,No,No,No,50
5296,No,No,No,50
5297,No,No,No,100
5298,No,No,No,100
5299,No,Yes,No,100
5300,No,No,No,50
5301,No,No,No,60
5302,No,No,No,50
5303,No,No,No,60
5304,No,No,No,110
5305,No,No,No,110
5306,No,No,No,60
5307,No,No,No,80
5308,No,Yes,No,110
5309,No,No,No,100
5310,No,No,No,60
5311,No,No,No,50
5312,No,No,No,110
5313,No,No,No,100
5314,No,No,No,100
5315,No,No,No,80
5316,No,No,No,60
5317,No,No,No,100
5318,No,No,No,100
5319,No,No,No,70
5320,No,No,No,80
5321,No,No,No,100
5322,No,No,No,50
5323,No,Yes,No,100
5324,No,No,No,100
5325,No,No,No,50
5326,No,No,No,50
5327,No,No,No,100
5328,No,No,No,60
5329,No,No,No,80
5330,No,No,No,80
5331,No,No,No,100
5332,No,No,No,100
5333,No,No,No,100
5334,No,No,No,80
5335,No,No,No,80
5336,No,No,No,100
5337,No,No,No,100
5338,No,No,No,100
5339,No,No,No,50
5340,No,No,No,70
5341,No,No,No,100
5342,No,No,No,100
5343,No,No,No,70
5344,No,No,No,70
5345,No,No,Yes,110
5346,No,No,No,60
5347,No,No,No,60
5348,No,Yes,No,110
5349,No,No,No,10
5350,No,No,No,100
5351,No,No,No,110
5352,No,No,No,60
5353,No,No,No,100
5354,No,No,No,100
5355,No,No,No,60
5356,No,No,No,80
5357,No,No,No,100
5358,Yes,No,No,80
5359,Yes,Yes,No,110
5360,No,Yes,No,100
5361,No,Yes,No,100
5362,No,No,No,50
5363,No,No,No,80
5364,No,No,No,80
5365,No,Yes,No,100
5366,No,Yes,No,80
5367,No,No,No,80
5368,No,Yes,No,100
5369,No,No,No,110
5370,No,No,No,80
5371,No,No,No,80
5372,No,No,No,100
5373,No,No,No,60
5374,No,No,No,100
5375,No,No,No,50
5376,No,No,No,100
5377,No,No,No,100
5378,No,No,No,100
5379,No,Yes,No,60
5380,No,No,No,50
5381,No,No,No,80
5382,No,No,No,110
5383,No,No,No,100
5384,No,No,No,110
5385,No,No,No,60
5386,No,No,No,60
5387,No,No,No,70
5388,No,No,No,40
5389,No,No,No,110
5390,No,No,No,50
5391,No,No,No,50
5392,No,No,No,80
5393,No,No,No,80
5394,No,No,No,60
5395,No,No,No,100
5396,No,No,No,100
5397,No,No,No,100
5398,No,No,No,50
5399,No,No,No,70
5400,No,No,No,100
5401,No,No,No,110
5402,No,No,No,100
5403,No,No,No,70
5404,No,No,No,100
5405,No,No,No,60
5406,No,No,No,80
5407,No,No,No,80
5408,No,No,No,100
5409,No,No,Yes,110
5410,No,No,Yes,100
5411,No,No,No,100
5412,No,No,No,100
5413,No,No,No,80
5414,No,No,No,50
5415,No,No,No,80
5416,No,No,No,50
5417,No,No,No,50
5418,No,No,No,100
5419,No,No,No,100
5420,No,Yes,No,50
5421,No,No,No,100
5422,No,No,No,100
5423,No,No,No,60
5424,No,No,No,60
5425,No,No,No,60
5426,No,No,No,80
5427,No,No,No,80
5428,No,No,No,80
5429,No,No,No,100
5430,Yes,No,No,100
5431,Yes,No,No,100
5432,No,No,No,100
5433,No,No,No,100
5434,No,No,No,80
5435,No,No,No,100
5436,No,No,No,80
5437,No,No,No,80
5438,No,No,No,100
5439,No,No,No,50
5440,No,No,Yes,60
5441,No,No,No,70
5442,No,No,No,110
5443,No,No,No,100
5444,No,No,No,80
5445,No,No,No,80
5446,No,No,No,50
5447,No,No,No,110
5448,No,No,No,80
5449,No,No,No,100
5450,No,No,No,100
5451,No,No,Yes,100
5452,No,No,No,50
5453,No,No,No,60
5454,No,No,No,60
5455,No,No,No,100
5456,No,No,Yes,100
5457,No,No,No,50
5458,No,No,No,100
5459,No,No,No,100
5460,No,No,No,50
5461,No,No,No,50
5462,No,No,Yes,70
5463,No,No,Yes,100
5464,No,No,Yes,100
5465,No,No,No,60
5466,No,No,No,60
5467,No,No,No,110
5468,No,No,No,100
5469,No,No,No,100
5470,No,No,No,50
5471,No,No,No,110
5472,No,No,No,60
5473,No,No,No,110
5474,No,No,No,40
5475,No,No,No,100
5476,No,No,No,60
5477,No,No,No,100
5478,No,No,No,80
5479,No,No,No,50
5480,No,No,No,80
5481,No,No,No,80
5482,No,No,No,100
5483,No,No,No,60
5484,No,No,No,110
5485,No,No,No,80
5486,No,No,No,60
5487,No,No,No,110
5488,No,No,No,80
5489,No,No,No,60
5490,No,No,No,100
5491,No,No,No,60
5492,No,No,Yes,100
5493,No,No,No,100
5494,No,No,No,80
5495,No,No,No,40
5496,No,No,No,100
5497,No,No,No,100
5498,No,No,Yes,80
5499,No,No,No,80
5500,No,No,No,50
5501,No,No,No,110
5502,No,No,No,70
5503,No,No,No,110
5504,No,No,No,90
5505,No,No,No,60
5506,No,No,No,60
5507,No,No,No,100
5508,No,No,No,60
5509,No,No,No,60
5510,No,No,No,80
5511,No,Yes,No,80
5512,No,No,No,110
5513,No,Yes,No,110
5514,No,No,No,100
5515,No,No,No,70
5516,No,No,No,110
5517,No,No,No,50
5518,No,No,No,110
5519,No,No,No,60
5520,No,No,No,110
5521,No,No,No,50
5522,No,No,No,50
5523,No,No,No,80
5524,No,No,No,70
5525,No,No,No,80
5526,No,No,No,80
5527,No,No,No,80
5528,No,No,No,80
5529,No,No,No,80
5530,No,No,No,50
5531,No,No,No,100
5532,No,No,No,60
5533,No,No,No,50
5534,No,No,No,100
5535,No,No,No,60
5536,No,No,No,50
5537,No,No,No,110
5538,No,No,No,60
5539,No,No,No,40
5540,No,No,No,25
5541,No,No,No,110
5542,No,No,Yes,110
5543,No,No,Yes,110
5544,No,No,No,100
5545,No,No,No,80
5546,No,No,Yes,100
5547,No,No,No,50
5548,No,No,No,80
5549,No,No,No,60
5550,No,No,No,80
5551,No,No,No,80
5552,No,No,No,80
5553,No,No,No,90
5554,Yes,No,No,50
5555,No,No,No,60
5556,No,Yes,No,70
5557,No,No,No,110
5558,No,No,No,50
5559,No,No,Yes,100
5560,Yes,No,No,110
5561,No,No,No,60
5562,No,No,No,60
5563,No,No,No,110
5564,No,Yes,No,100
5565,No,No,No,60
5566,No,No,No,110
5567,No,No,No,100
5568,No,No,No,50
5569,No,No,No,80
5570,No,Yes,Yes,100
5571,No,No,No,100
5572,No,No,No,50
5573,No,No,No,100
5574,No,No,No,100
5575,No,No,No,100
5576,No,No,No,110
5577,No,No,No,60
5578,No,No,No,50
5579,No,No,No,90
5580,No,No,No,80
5581,No,No,No,90
5582,No,No,No,60
5583,No,No,No,80
5584,No,No,Yes,100
5585,No,Yes,No,80
5586,No,No,No,100
5587,No,No,No,80
5588,No,No,No,100
5589,No,No,No,100
5590,No,No,No,80
5591,No,No,No,80
5592,No,No,No,80
5593,No,No,No,60
5594,No,No,No,50
5595,No,No,No,60
5596,No,No,Yes,110
5597,No,No,No,100
5598,No,No,No,110
5599,No,No,No,110
5600,No,No,No,100
5601,No,No,No,100
5602,No,No,No,80
5603,No,No,No,100
5604,No,No,No,50
5605,No,No,No,70
5606,No,No,No,100
5607,No,No,No,60
5608,No,No,No,80
5609,No,No,No,60
5610,No,No,Yes,100
5611,No,No,No,70
5612,No,No,No,80
5613,No,No,No,50
5614,No,No,No,100
5615,No,No,No,100
5616,No,No,No,50
5617,No,No,No,50
5618,No,No,No,70
5619,No,No,No,100
5620,No,No,No,60
5621,No,No,No,70
5622,No,No,No,100
5623,No,No,No,80
5624,No,No,No,100
5625,Yes,No,Yes,100
5626,No,No,No,60
5627,No,Yes,No,60
5628,No,Yes,No,60
5629,No,Yes,No,110
5630,No,No,No,100
5631,No,No,No,80
5632,No,No,No,110
5633,No,Yes,No,110
5634,No,No,No,60
5635,No,No,No,60
5636,No,No,No,60
5637,No,No,No,80
5638,No,Yes,No,110
5639,No,No,Yes,80
5640,No,No,No,110
5641,No,No,No,50
5642,No,Yes,No,80
5643,No,No,No,50
5644,Yes,No,No,50
5645,No,No,No,110
5646,No,No,No,50
5647,No,No,No,100
5648,No,No,No,80
5649,No,No,No,100
5650,No,No,No,60
5651,No,No,No,70
5652,No,No,No,50
5653,No,No,No,50
5654,No,No,No,110
5655,No,No,Yes,110
5656,No,No,No,10
5657,No,No,No,70
5658,No,Yes,No,50
5659,No,Yes,No,60
5660,No,Yes,No,90
5661,No,Yes,No,90
5662,No,No,No,110
5663,No,Yes,No,80
5664,No,No,No,100
5665,No,No,No,100
5666,No,No,No,110
5667,No,No,No,100
5668,No,No,No,100
5669,No,No,No,100
5670,No,No,No,50
5671,No,No,No,20
5672,No,Yes,No,70
5673,No,No,No,100
5674,No,Yes,No,100
5675,No,No,No,110
5676,No,No,No,50
5677,No,No,Yes,40
5678,No,No,No,50
5679,No,No,No,110
5680,No,No,No,110
5681,No,No,Yes,110
5682,No,No,No,100
5683,No,No,No,50
5684,No,No,No,110
5685,No,No,No,70
5686,No,No,No,110
5687,No,No,No,60
5688,No,No,No,100
5689,No,No,No,100
5690,No,No,No,110
5691,No,No,No,70
5692,No,No,No,100
5693,No,No,No,110
5694,No,No,No,60
5695,No,No,No,100
5696,No,No,No,50
5697,No,No,No,100
5698,No,No,No,60
5699,No,No,No,50
5700,No,No,No,60
5701,No,No,No,60
5702,No,No,No,100
5703,No,No,No,100
5704,No,No,No,100
5705,No,No,No,100
5706,No,No,No,100
5707,No,No,No,100
5708,No,No,No,80
5709,No,No,No,100
5710,No,No,No,50
5711,No,No,No,100
5712,No,No,No,110
5713,No,No,Yes,70
5714,No,No,No,60
5715,No,No,No,100
5716,No,Yes,No,100
5717,No,No,No,60
5718,No,No,No,130
5719,No,No,No,60
5720,No,No,No,50
5721,No,No,No,60
5722,No,No,No,100
5723,No,No,No,100
5724,No,No,No,110
5725,No,No,No,80
5726,No,No,No,80
5727,No,No,No,100
5728,No,No,No,80
5729,No,No,Yes,100
5730,No,No,Yes,100
5731,No,No,No,80
5732,No,No,No,50
5733,No,No,Yes,110
5734,No,No,Yes,110
5735,No,No,No,60
5736,No,No,No,80
5737,No,No,No,100
5738,No,No,Yes,100
5739,No,No,Yes,110
5740,No,No,No,110
5741,No,No,Yes,80
5742,No,No,No,80
5743,No,No,No,100
5744,No,Yes,No,50
5745,No,No,No,50
5746,No,No,No,70
5747,No,Yes,No,60
5748,No,No,No,100
5749,No,No,No,100
5750,No,No,No,100
5751,No,No,No,100
5752,No,No,No,80
5753,No,No,No,60
5754,No,No,No,50
5755,No,No,No,50
5756,No,No,No,60
5757,No,No,No,100
5758,No,No,No,110
5759,No,No,No,100
5760,No,No,No,100
5761,No,Yes,No,80
5762,No,Yes,No,80
5763,No,Yes,No,90
5764,No,No,No,60
5765,No,No,No,110
5766,No,No,No,100
5767,No,No,No,100
5768,No,No,No,100
5769,No,No,No,80
5770,No,No,No,60
5771,No,Yes,Yes,110
5772,No,No,No,80
5773,No,No,No,80
5774,No,No,No,80
5775,No,No,Yes,70
5776,No,No,No,100
5777,No,No,No,110
5778,No,Yes,No,100
5779,No,No,No,110
5780,No,No,No,50
5781,No,No,No,110
5782,No,No,No,60
5783,No,No,No,60
5784,No,No,No,80
5785,No,No,No,60
5786,No,No,No,60
5787,No,No,No,50
5788,No,No,No,60
5789,No,No,No,60
5790,No,Yes,No,110
5791,No,No,No,60
5792,No,No,No,60
5793,No,No,No,100
5794,No,No,No,100
5795,No,No,No,70
5796,No,No,No,100
5797,No,No,Yes,100
5798,No,No,No,100
5799,No,No,No,100
5800,No,No,No,110
5801,No,No,No,60
5802,No,No,Yes,100
5803,No,No,No,60
5804,No,No,No,110
5805,No,No,No,80
5806,No,No,No,80
5807,No,Yes,No,80
5808,No,No,No,70
5809,No,No,No,50
5810,No,Yes,No,50
5811,No,No,No,80
5812,No,No,No,50
5813,No,No,No,60
5814,No,No,No,110
5815,No,Yes,No,50
5816,No,No,Yes,110
5817,No,Yes,No,110
5818,No,No,No,100
5819,No,No,No,60
5820,No,No,No,80
5821,No,No,No,100
5822,No,No,No,100
5823,No,No,No,100
5824,No,No,No,50
5825,No,No,No,100
5826,No,No,No,100
5827,No,No,No,50
5828,No,No,No,90
5829,No,No,No,100
5830,No,No,No,80
5831,No,No,No,100
5832,No,No,Yes,100
5833,No,No,Yes,100
5834,No,No,No,100
5835,No,No,No,70
5836,No,No,No,100
5837,No,No,No,60
5838,No,No,No,70
5839,No,No,No,100
5840,No,No,No,60
5841,No,No,No,100
5842,No,No,No,100
5843,No,No,Yes,110
5844,No,No,Yes,110
5845,No,No,No,50
5846,No,No,No,100
5847,No,No,No,50
5848,No,No,No,60
5849,No,No,Yes,60
5850,No,No,No,100
5851,No,No,No,110
5852,No,No,No,100
5853,No,No,No,100
5854,No,No,Yes,110
5855,No,No,No,70
5856,No,No,No,60
5857,No,No,No,10
5858,No,No,No,110
5859,No,No,No,50
5860,No,No,No,110
5861,No,No,Yes,110
5862,No,No,No,80
5863,No,No,No,80
5864,No,No,No,60
5865,No,No,No,100
5866,No,No,No,80
5867,No,No,No,80
5868,No,No,No,60
5869,No,Yes,No,100
5870,No,No,No,60
5871,No,No,No,60
5872,No,No,Yes,100
5873,No,No,No,60
5874,No,No,No,50
5875,No,No,No,60
5876,No,No,No,60
5877,No,No,No,100
5878,No,No,Yes,110
5879,No,No,Yes,110
5880,No,No,No,100
5881,No,No,No,80
5882,No,No,No,110
5883,No,No,No,50
5884,No,No,No,110
5885,No,Yes,No,100
5886,No,No,No,60
5887,No,No,No,100
5888,No,No,No,110
5889,No,No,No,110
5890,No,No,No,100
5891,No,No,No,60
5892,No,No,No,80
5893,No,No,No,100
5894,No,No,No,100
5895,No,No,No,60
5896,No,No,No,100
5897,No,No,No,110
5898,No,No,No,100
5899,No,No,No,50
5900,No,No,No,50
5901,No,No,No,100
5902,No,No,No,100
5903,Yes,No,No,80
5904,No,No,No,110
5905,No,No,No,50
5906,No,No,No,60
5907,No,No,No,90
5908,No,No,No,100
5909,No,No,No,60
5910,No,No,No,100
5911,No,No,No,60
5912,No,No,No,100
5913,No,No,No,100
5914,No,No,No,60
5915,No,Yes,No,100
5916,No,Yes,No,100
5917,No,No,No,100
5918,No,Yes,No,100
5919,No,Yes,No,100
5920,No,No,No,80
5921,No,No,No,100
5922,No,Yes,No,60
5923,No,No,No,50
5924,No,No,Yes,110
5925,No,No,No,90
5926,No,No,No,80
5927,No,No,No,60
5928,No,No,No,80
5929,No,No,No,110
5930,No,No,Yes,100
5931,No,No,No,80
5932,No,No,Yes,100
5933,No,Yes,No,100
5934,No,Yes,No,80
5935,No,No,No,100
5936,No,No,No,50
5937,No,No,No,60
5938,No,No,No,60
5939,No,No,No,60
5940,No,No,No,80
5941,No,No,No,110
5942,No,No,No,60
5943,No,No,No,50
5944,No,No,No,90
5945,No,No,Yes,80
5946,No,No,No,100
5947,No,No,No,100
5948,No,No,No,60
5949,No,No,No,110
5950,No,No,No,60
5951,No,Yes,No,100
5952,No,Yes,No,100
5953,No,No,No,50
5954,No,No,No,110
5955,No,No,No,100
5956,No,No,Yes,100
5957,No,Yes,No,100
5958,No,No,Yes,100
5959,No,No,No,60
5960,No,Yes,No,80
5961,No,No,No,100
5962,No,No,No,100
5963,No,No,No,100
5964,No,No,No,100
5965,No,No,No,100
5966,No,No,No,100
5967,No,No,No,100
5968,No,No,No,100
5969,No,No,No,100
5970,No,No,No,70
5971,No,No,No,70
5972,No,No,No,80
5973,No,No,No,60
5974,No,No,No,110
5975,No,No,No,100
5976,No,No,No,100
5977,No,No,No,110
5978,No,No,Yes,100
5979,No,No,No,100
5980,No,No,No,100
5981,No,No,Yes,110
5982,No,No,No,100
5983,No,No,No,100
5984,No,No,No,60
5985,No,No,No,100
5986,No,No,No,60
5987,No,No,No,100
5988,No,No,No,60
5989,No,No,No,40
5990,No,No,No,50
5991,No,No,Yes,60
5992,No,No,No,100
5993,No,No,No,100
5994,No,No,No,100
5995,No,No,No,80
5996,No,No,No,100
5997,No,No,Yes,100
5998,No,No,No,110
5999,No,No,No,100
6000,No,No,No,110
6001,No,No,No,100
6002,No,No,No,90
6003,No,No,No,80
6004,No,No,No,50
6005,No,No,No,100
6006,No,No,No,100
6007,No,No,No,60
6008,No,No,No,110
6009,No,No,No,110
6010,No,No,No,50
6011,No,No,No,60
6012,No,No,No,60
6013,No,No,No,60
6014,No,No,No,100
6015,No,Yes,No,60
6016,No,Yes,No,60
6017,No,No,No,50
6018,No,No,Yes,110
6019,No,No,No,110
6020,No,No,No,100
6021,No,No,Yes,110
6022,No,No,Yes,110
6023,No,No,No,80
6024,No,No,No,80
6025,No,No,No,80
6026,No,No,No,110
6027,No,No,No,110
6028,No,No,Yes,100
6029,No,No,No,60
6030,No,No,No,100
6031,No,No,No,100
6032,No,No,No,100
6033,No,No,Yes,90
6034,No,No,No,60
6035,No,No,No,60
6036,No,No,No,80
6037,No,No,No,90
6038,No,No,Yes,100
6039,No,No,Yes,110
6040,No,No,Yes,110
6041,No,No,No,100
6042,Yes,No,No,60
6043,No,Yes,No,40
6044,No,No,No,60
6045,No,No,No,110
6046,No,No,No,80
6047,No,No,No,50
6048,No,No,No,50
6049,No,Yes,No,100
6050,No,Yes,No,100
6051,No,No,No,110
6052,No,No,No,80
6053,No,No,Yes,100
6054,No,No,No,80
6055,No,No,No,110
6056,No,No,No,70
6057,No,No,No,60
6058,No,Yes,No,100
6059,No,No,No,100
6060,No,No,No,80
6061,No,No,No,80
6062,No,Yes,No,50
6063,Yes,No,No,70
6064,No,No,No,100
6065,No,No,No,80
6066,No,No,No,50
6067,No,No,No,80
6068,No,No,No,100
6069,No,No,No,80
6070,No,Yes,No,50
6071,No,No,No,100
6072,No,No,No,80
6073,No,Yes,No,110
6074,No,No,No,90
6075,No,No,No,80
6076,No,No,No,60
6077,No,No,Yes,80
6078,No,No,No,60
6079,No,No,No,50
6080,No,No,No,80
6081,No,No,Yes,100
6082,No,No,No,100
6083,No,No,No,60
6084,No,No,No,60
6085,No,No,No,100
6086,No,No,No,50
6087,No,No,No,80
6088,No,No,No,110
6089,Yes,No,No,60
6090,No,No,No,60
6091,No,No,No,100
6092,No,No,No,50
6093,No,No,No,80
6094,No,No,No,100
6095,No,No,No,40
6096,No,No,No,60
6097,No,No,No,100
6098,No,No,No,50
6099,No,Yes,No,100
6100,No,Yes,No,100
6101,No,No,No,50
6102,No,No,No,60
6103,No,No,No,110
6104,No,No,No,100
6105,No,No,No,100
6106,No,No,No,50
6107,No,No,No,110
6108,No,Yes,No,100
6109,No,No,No,70
6110,No,No,No,60
6111,No,No,No,60
6112,No,No,No,90
6113,No,Yes,No,110
6114,No,No,No,100
6115,No,No,No,60
6116,No,No,No,110
6117,No,No,No,60
6118,No,No,No,50
6119,No,No,No,50
6120,No,No,No,60
6121,No,No,No,80
6122,No,No,No,100
6123,No,No,No,100
6124,No,No,No,50
6125,No,No,Yes,110
6126,No,No,No,80
6127,No,No,No,80
6128,No,No,No,100
6129,No,No,Yes,100
6130,No,No,No,110
6131,No,No,No,100
6132,No,No,No,100
6133,No,No,No,100
6134,No,No,No,110
6135,No,No,Yes,100
6136,No,No,Yes,100
6137,No,No,No,100
6138,No,No,No,110
6139,No,No,Yes,70
6140,No,No,No,110
6141,No,No,No,100
6142,No,No,No,110
6143,No,No,No,90
6144,No,No,No,70
6145,No,No,No,100
6146,No,No,No,110
6147,No,No,No,110
6148,No,No,No,100
6149,No,No,No,100
6150,No,No,No,100
6151,No,No,No,80
6152,No,No,No,80
6153,No,No,No,100
6154,No,No,No,80
6155,No,No,No,100
6156,No,No,No,110
6157,No,No,No,90
6158,No,No,No,100
6159,No,No,No,100
6160,No,No,Yes,110
6161,No,No,No,100
6162,No,No,Yes,110
6163,No,Yes,No,80
6164,No,No,No,40
6165,No,No,No,100
6166,Yes,No,No,50
6167,Yes,No,No,50
6168,No,No,No,100
6169,No,No,No,60
6170,No,No,No,90
6171,No,No,No,100
6172,No,No,No,50
6173,No,No,No,80
6174,No,No,No,100
6175,No,No,No,50
6176,No,No,No,50
6177,No,No,No,50
6178,No,No,No,60
6179,No,No,No,100
6180,No,No,No,80
6181,No,No,No,100
6182,No,No,No,100
6183,No,No,No,110
6184,No,No,No,60
6185,No,No,No,70
6186,No,No,No,100
6187,No,No,No,60
6188,No,No,No,60
6189,No,No,No,60
6190,No,No,No,60
6191,No,No,No,100
6192,No,No,No,80
6193,No,Yes,No,110
6194,No,No,No,60
6195,No,No,No,60
6196,No,No,No,90
6197,No,No,No,60
6198,No,No,No,50
6199,No,No,No,100
6200,No,No,No,100
6201,No,No,No,110
6202,No,No,No,100
6203,No,No,No,80
6204,No,No,No,80
6205,No,No,No,60
6206,No,No,No,60
6207,No,No,Yes,80
6208,No,No,No,50
6209,No,No,Yes,110
6210,No,No,Yes,50
6211,No,No,No,110
6212,No,No,No,130
6213,No,No,No,110
6214,No,No,No,110
6215,No,Yes,No,50
6216,No,No,No,100
6217,No,No,No,110
6218,No,No,No,100
6219,No,No,No,100
6220,No,No,No,80
6221,No,Yes,No,100
6222,No,No,No,130
6223,No,No,No,110
6224,No,No,No,60
6225,No,No,No,110
6226,No,No,No,60
6227,Yes,No,No,10
6228,No,No,No,100
6229,No,No,No,80
6230,No,No,No,60
6231,No,Yes,No,100
6232,No,No,No,80
6233,No,Yes,No,80
6234,No,Yes,No,50
6235,No,Yes,No,110
6236,No,No,No,50
6237,No,No,No,100
6238,No,No,No,60
6239,No,No,No,110
6240,No,No,Yes,50
6241,No,No,No,50
6242,No,No,No,50
6243,No,No,No,70
6244,No,Yes,No,80
6245,No,No,No,60
6246,No,No,Yes,110
6247,No,No,No,100
6248,No,No,No,80
6249,No,No,No,100
6250,No,No,Yes,100
6251,No,No,No,80
6252,No,No,No,80
6253,No,No,No,60
6254,No,No,No,110
6255,No,No,No,10
6256,No,No,No,60
6257,No,No,No,50
6258,No,No,No,100
6259,No,No,No,80
6260,Yes,No,No,50
6261,No,No,No,60
6262,No,No,No,100
6263,No,No,No,50
6264,No,No,No,100
6265,No,No,No,100
6266,No,No,No,100
6267,No,No,No,110
6268,No,No,No,100
6269,No,No,No,90
6270,No,No,No,60
6271,No,No,No,80
6272,No,No,No,100
6273,No,No,Yes,100
6274,No,No,No,100
6275,No,No,No,130
6276,No,No,No,60
6277,No,No,No,50
6278,No,No,No,60
6279,No,No,No,60
6280,No,No,No,100
6281,No,No,No,80
6282,No,No,No,60
6283,No,No,No,60
6284,No,No,No,70
6285,No,No,No,100
6286,No,No,No,100
6287,No,No,Yes,110
6288,No,No,No,100
6289,No,No,No,100
6290,No,No,No,100
6291,No,No,No,70
6292,No,No,No,100
6293,No,No,No,50
6294,No,No,No,80
6295,No,No,No,80
6296,No,No,No,60
6297,No,No,Yes,100
6298,No,No,No,110
6299,No,No,No,110
6300,No,No,No,100
6301,No,No,No,60
6302,No,No,No,60
6303,No,No,No,100
6304,No,No,No,50
6305,No,No,No,60
6306,No,No,No,100
6307,No,No,No,80
6308,Yes,No,No,110
6309,No,No,No,100
6310,No,No,No,90
6311,No,No,No,70
6312,No,No,No,40
6313,No,No,No,60
6314,No,No,No,110
6315,No,No,Yes,100
6316,No,No,Yes,110
6317,No,No,Yes,110
6318,No,Yes,No,110
6319,No,No,No,50
6320,No,No,No,100
6321,No,No,No,100
6322,No,No,No,100
6323,No,No,Yes,100
6324,No,No,Yes,100
6325,No,No,No,100
6326,No,No,No,50
6327,No,No,No,100
6328,No,No,No,110
6329,No,No,No,100
6330,No,No,No,50
6331,No,No,Yes,100
6332,No,No,No,80
6333,No,No,No,100
6334,No,No,No,100
6335,No,No,No,80
6336,No,No,No,100
6337,No,Yes,No,50
6338,No,No,No,50
6339,No,No,No,60
6340,No,No,No,100
6341,No,No,No,60
6342,Yes,No,No,50
6343,No,No,No,50
6344,Yes,No,No,80
6345,No,No,No,60
6346,No,No,No,50
6347,No,No,No,50
6348,No,No,No,60
6349,No,No,No,70
6350,No,No,No,90
6351,No,No,No,100
6352,No,No,No,80
6353,No,No,No,130
6354,No,No,No,100
6355,No,No,No,100
6356,No,No,No,110
6357,No,No,No,60
6358,No,No,No,60
6359,No,No,No,80
6360,No,No,Yes,100
6361,No,No,Yes,100
6362,No,No,No,80
6363,No,No,No,100
6364,No,No,No,90
6365,No,No,No,100
6366,No,No,No,110
6367,No,No,No,100
6368,No,Yes,No,100
6369,No,Yes,No,100
6370,No,No,No,110
6371,No,No,Yes,80
6372,No,No,No,60
6373,No,No,Yes,70
6374,No,No,No,100
6375,No,No,No,60
6376,No,No,No,50
6377,No,No,No,60
6378,No,No,No,50
6379,No,No,No,110
6380,No,No,No,70
6381,No,No,No,100
6382,No,No,No,60
6383,No,No,No,60
6384,No,No,No,80
6385,No,No,No,60
6386,No,No,No,60
6387,No,No,No,100
6388,No,No,No,110
6389,No,No,No,80
6390,No,No,No,80
6391,No,No,No,110
6392,No,No,No,110
6393,No,No,No,50
6394,No,No,No,80
6395,No,No,No,70
6396,No,No,No,80
6397,No,No,No,80
6398,No,No,No,80
6399,No,No,No,50
6400,No,No,No,50
6401,No,No,No,100
6402,No,No,No,60
6403,No,No,No,50
6404,No,No,No,110
6405,No,No,No,110
6406,No,No,No,60
6407,No,No,No,110
6408,No,No,No,100
6409,No,No,No,80
6410,No,No,No,100
6411,No,Yes,No,60
6412,No,No,No,80
6413,No,No,No,100
6414,No,No,No,100
6415,No,No,No,40
6416,No,No,No,80
6417,No,No,No,110
6418,No,No,No,100
6419,No,No,No,80
6420,No,No,No,110
6421,No,No,No,100
6422,No,No,No,100
6423,No,No,Yes,110
6424,No,No,No,50
6425,No,No,No,100
6426,No,No,No,100
6427,No,No,No,110
6428,No,No,No,100
6429,No,No,No,60
6430,No,No,No,60
6431,Yes,No,No,110
6432,No,No,No,80
6433,No,No,No,100
6434,No,No,No,50
6435,No,Yes,No,60
6436,No,No,No,70
6437,No,No,No,100
6438,No,No,No,100
6439,No,No,No,70
6440,No,No,No,100
6441,No,No,Yes,100
6442,No,No,Yes,100
6443,No,No,No,110
6444,No,No,No,60
6445,No,No,No,100
6446,No,No,No,60
6447,No,No,No,50
6448,No,No,No,100
6449,No,Yes,No,60
6450,No,No,No,80
6451,No,No,No,100
6452,No,Yes,No,80
6453,No,No,No,100
6454,No,No,No,100
6455,No,No,No,60
6456,No,No,No,110
6457,No,No,No,100
6458,No,No,No,100
6459,No,No,Yes,70
6460,Yes,No,No,90
6461,No,Yes,No,60
6462,No,No,No,100
6463,No,No,No,100
6464,No,No,No,60
6465,No,No,No,110
6466,No,No,No,100
6467,No,No,No,80
6468,No,No,No,110
6469,No,No,No,70
6470,No,No,No,100
6471,No,No,No,100
6472,No,No,No,80
6473,No,No,No,50
6474,No,No,No,110
6475,No,Yes,No,100
6476,No,No,No,100
6477,No,No,No,100
6478,No,No,No,100
6479,No,No,No,50
6480,No,No,No,80
6481,No,No,No,110
6482,No,No,No,50
6483,No,No,No,60
6484,No,No,No,100
6485,No,No,No,100
6486,No,No,Yes,80
6487,No,No,No,80
6488,No,No,No,100
6489,No,No,No,100
6490,No,No,No,80
6491,No,No,No,60
6492,No,No,No,110
6493,No,No,No,80
6494,No,No,No,100
6495,No,No,No,110
6496,No,No,No,60
6497,No,No,No,110
6498,No,No,No,110
6499,No,No,No,110
6500,No,No,No,110
