Crash_ID,Time_of_Day
20201182,Day
20205102,Day
20205119,Day
20202058,Day
20201263,Day
20202123,Day
20206030,Night
20203071,Day
20205089,Day
20201114,Day
20201143,Night
20203239,Night
20205020,Night
20203032,Night
20203117,Night
20202079,Night
20201112,Night
20202170,Night
20202080,Day
20205041,Day
20201119,Day
20204048,Day
20201038,Day
20201008,Day
20203238,Day
20201154,Day
20201090,Day
20203129,Night
20201164,Night
20201132,Night
20201155,Night
20201153,Night
20201262,Day
20202060,Day
20201144,Day
20203175,Day
20201255,Day
20203214,Day
20205124,Day
20202096,Day
20201025,Day
20202132,Day
20203040,Night
20203119,Night
20202070,Night
20201081,Night
20203190,Night
20203114,Night
20203173,Day
20202166,Day
20203226,Day
20208006,Day
20203111,Day
20205039,Day
20205045,Day
20203130,Night
20203010,Night
20205109,Night
20204067,Night
20201251,Night
20201091,Day
20201064,Night
20203211,Night
20201200,Night
20203139,Night
20203250,Day
20208001,Day
20203148,Day
20201249,Day
20202172,Day
20201151,Day
20202020,Day
20201226,Day
20205028,Night
20201133,Night
20202147,Day
20204035,Day
20201072,Day
20203089,Night
20202151,Night
20201231,Night
20202168,Night
20201023,Night
20201070,Day
20201095,Day
20205129,Day
20205118,Day
20205009,Day
20203235,Day
20202111,Day
20204071,Day
20204019,Day
20205116,Night
20201158,Night
20201034,Day
20202025,Day
20201035,Day
20201207,Day
20201229,Night
20201104,Night
20203199,Night
20203124,Night
20201213,Night
20201189,Night
20203153,Night
20201088,Day
20202157,Day
20201092,Day
20203057,Day
20206014,Day
20203212,Day
20202128,Day
20202156,Day
20202032,Day
20202177,Day
20206012,Day
20202015,Day
20201003,Day
20207024,Day
20201066,Day
20203194,Night
20207002,Night
20206028,Night
20203142,Night
20203064,Day
20203106,Day
20203184,Day
20203206,Day
20205002,Day
20202065,Day
20203188,Day
20205098,Day
20201162,Day
20207001,Day
20203030,Day
20202099,Night
20202035,Night
20202090,Night
20201239,Day
20206018,Day
20203123,Day
20205027,Day
20205074,Day
20201126,Night
20203132,Night
20205130,Night
20207028,Night
20202106,Day
20201241,Day
20203236,Day
20205111,Day
20202075,Day
20203234,Night
20204037,Night
20203033,Night
20201044,Night
20203094,Night
20205015,Night
20201204,Day
20203157,Day
20201187,Day
20203135,Day
20201137,Day
20204082,Night
20201056,Night
20203171,Day
20202145,Day
20201140,Day
20203198,Day
20201138,Day
20201007,Day
20203043,Day
20201016,Night
20204036,Night
20202069,Night
20207019,Night
20205050,Night
20202176,Night
20207011,Night
20205072,Night
20203029,Day
20205093,Day
20202023,Day
20203093,Day
20208003,Day
20201159,Day
20201063,Day
20201087,Day
20203018,Night
20206020,Night
20205031,Night
20202091,Night
20202159,Night
20203005,Night
20203042,Day
20203209,Day
20205117,Day
20203109,Day
20201102,Day
20205025,Day
20201195,Day
20204069,Day
20201224,Night
20201084,Night
20201198,Night
20203107,Day
20201040,Day
20204039,Day
20201240,Day
20204063,Day
20204022,Night
20203245,Night
20203035,Night
20203001,Night
20205056,Night
20202050,Night
20202116,Day
20202122,Day
20202101,Day
20203056,Day
20203210,Day
20202014,Day
20203243,Night
20201080,Night
20201120,Night
20205133,Night
20203046,Day
20201130,Day
20204076,Day
20201211,Day
20203225,Day
20206015,Day
20203122,Day
20202076,Night
20201135,Night
20203081,Night
20205081,Day
20205032,Day
20204075,Day
20207025,Day
20204085,Day
20204034,Day
20201163,Day
20205033,Day
20201172,Day
20201181,Day
20204017,Night
20203241,Night
20202154,Night
20203108,Night
20205036,Day
20203187,Day
20202089,Day
20203136,Day
20203009,Day
20202084,Day
20201101,Day
20201094,Day
20203008,Day
20201124,Night
20205064,Night
20203217,Night
20203037,Night
20203075,Night
20203204,Night
20203249,Day
20202034,Day
20201041,Day
20205019,Day
20201257,Day
20205052,Day
20205073,Night
20207020,Night
20207023,Night
20202110,Day
20202093,Day
20201125,Day
20201062,Day
20201067,Day
20205125,Day
20203060,Day
20202195,Day
20203101,Night
20201142,Night
20205053,Night
20203080,Night
20203041,Night
20207006,Day
20202114,Day
20203096,Day
20204011,Day
20202164,Day
20203218,Day
20201220,Day
20201234,Day
20201004,Night
20202012,Day
20201258,Day
20201252,Night
20201026,Night
20205022,Night
20202119,Night
20201052,Night
20203229,Day
20202193,Day
20203079,Day
20204050,Day
20201233,Day
20201146,Day
20205065,Night
20202028,Night
20203127,Night
20205123,Night
20203077,Night
20202171,Day
20201039,Day
20205071,Day
20201129,Day
20201031,Day
20201177,Day
20202178,Day
20205120,Day
20201218,Day
20203121,Day
20201193,Night
20205063,Night
20204015,Night
20205094,Night
20205057,Night
20206027,Night
20202108,Day
20203087,Day
20203125,Day
20202007,Night
20201131,Night
20203020,Night
20203165,Night
20202022,Night
20202051,Day
20203045,Day
20201169,Day
20201238,Day
20203104,Day
20201086,Day
20201225,Day
20204007,Day
20205066,Day
20201150,Day
20203246,Night
20201219,Night
20201191,Night
20202139,Night
20203031,Day
20203112,Day
20207018,Day
20201188,Day
20202038,Day
20204047,Day
20203090,Night
20201136,Night
20203004,Night
20202029,Day
20203126,Day
20201174,Day
20201208,Day
20205018,Day
20201019,Day
20205091,Day
20204046,Day
20203202,Night
20203208,Night
20202169,Night
20204028,Night
20202046,Night
20205026,Day
20205007,Day
20201001,Day
20203066,Day
20205024,Day
20202129,Day
20202019,Night
20202073,Night
20202153,Night
20203115,Day
20203088,Day
20205047,Day
20202191,Day
20205075,Day
20206006,Day
20203189,Night
20201194,Night
20203025,Night
20203086,Night
20203161,Night
20202081,Day
20203168,Day
20202140,Day
20205058,Day
20201079,Night
20204025,Night
20202125,Night
20204079,Night
20202144,Night
20203065,Day
20201009,Day
20203100,Night
20203069,Day
20201036,Day
20208004,Day
20205016,Day
20204033,Day
20201222,Day
20201053,Day
20201061,Day
20203061,Night
20203215,Night
20201082,Night
20203023,Night
20205078,Night
20201122,Day
20204006,Day
20202186,Day
20203078,Day
20201013,Day
20203120,Day
20207027,Night
20201176,Night
20201152,Day
20203028,Day
20202121,Day
20204078,Day
20201068,Day
20201014,Day
20202183,Day
20203003,Day
20202002,Night
20201149,Day
20203221,Day
20205080,Day
20201184,Day
20205046,Day
20206004,Night
20203248,Night
20202057,Night
20201141,Night
20205097,Day
20201214,Day
20201010,Day
20201127,Day
20203054,Day
20201057,Day
20205034,Day
20205008,Day
20201099,Day
20201246,Day
20202006,Day
20203138,Night
20203091,Night
20204041,Night
20202138,Night
20202162,Night
20206017,Night
20201029,Day
20203192,Day
20201256,Day
20205038,Day
20203240,Day
20201216,Night
20202077,Night
20205070,Night
20202135,Day
20202182,Day
20202181,Day
20203140,Day
20202017,Day
20202005,Day
20205103,Day
20202042,Day
20202027,Day
20203186,Day
20201077,Night
20203231,Night
20203150,Night
20204058,Night
20202155,Night
20202173,Night
20202074,Night
20201183,Night
20205006,Night
20205126,Night
20201168,Day
20205062,Day
20203085,Day
20204027,Day
20202055,Day
20204014,Day
20202146,Day
20204045,Day
20204077,Day
20204064,Day
20205076,Day
20202113,Night
20202030,Night
20203082,Night
20205113,Night
20203026,Night
20201192,Night
20204024,Night
20203145,Night
20204056,Day
20203151,Day
20203170,Day
20204051,Day
20201221,Day
20201109,Day
20201113,Day
20202148,Day
20201117,Night
20201083,Night
20202117,Night
20204057,Day
20203182,Day
20201260,Day
20203180,Day
20201097,Day
20204026,Day
20202165,Day
20203059,Night
20201248,Night
20203169,Night
20201147,Night
20202043,Night
20202067,Night
20203183,Night
20205012,Day
20201228,Day
20203174,Day
20203073,Day
20201017,Day
20201227,Day
20203141,Day
20202036,Day
20204070,Night
20204002,Night
20206001,Night
20202137,Night
20203016,Day
20206013,Day
20204055,Day
20202001,Day
20201028,Day
20202149,Day
20201156,Day
20202010,Day
20201005,Day
20201055,Day
20207012,Night
20204043,Night
20201161,Day
20203019,Day
20202120,Day
20202021,Day
20205084,Day
20203154,Day
20201230,Day
20201089,Day
20203247,Night
20207016,Night
20203044,Night
20201108,Day
20205021,Day
20205003,Day
20202078,Day
20205115,Day
20202150,Day
20202112,Day
20207014,Day
20201115,Night
20202103,Night
20203102,Night
20206007,Night
20201020,Night
20204023,Night
20201069,Night
20201030,Night
20201235,Day
20205085,Day
20202185,Day
20202136,Day
20205107,Night
20201157,Night
20202152,Night
20205088,Night
20201050,Night
20202179,Night
20204042,Night
20203133,Night
20202031,Night
20202052,Day
20204009,Day
20203216,Day
20203219,Day
20201128,Day
20201074,Day
20206031,Night
20205060,Night
20201139,Night
20201261,Night
20207021,Day
20201123,Day
20201049,Day
20201015,Day
20203251,Day
20206002,Day
20202048,Day
20203034,Night
20201054,Night
20201018,Night
20202003,Night
20204031,Night
20203067,Night
20204018,Day
20203110,Day
20201103,Day
20202107,Day
20203166,Day
20201024,Day
20201206,Day
20202142,Night
20201203,Night
20201075,Night
20206009,Night
20202045,Day
20204059,Day
20205132,Day
20203200,Day
20205090,Day
20205037,Day
20201111,Night
20202158,Day
20202167,Day
20202040,Day
20201107,Day
20203224,Day
20203147,Day
20202184,Day
20201190,Day
20201245,Day
20204083,Night
20203207,Night
20201259,Night
20202068,Night
20201178,Night
20203196,Night
20206016,Night
20206008,Night
20201105,Night
20201171,Day
20202161,Day
20205010,Day
20202085,Day
20206026,Day
20201199,Night
20201085,Night
20206024,Night
20201027,Night
20202024,Night
20203092,Night
20206029,Day
20204080,Day
20204049,Day
20205011,Day
20201076,Day
20203227,Night
20201012,Night
20205137,Day
20204038,Day
20202174,Day
20205122,Day
20201048,Night
20202054,Night
20203242,Day
20201210,Day
20204016,Day
20202192,Day
20201179,Day
20205082,Day
20202115,Day
20205079,Night
20203022,Night
20202083,Night
20204062,Night
20202026,Night
20201254,Night
20201160,Night
20202104,Night
20205131,Day
20201134,Day
20202086,Day
20202126,Night
20202011,Night
20202047,Night
20202064,Night
20201060,Night
20205087,Day
20206021,Day
20201046,Day
20203149,Day
20204052,Day
20202194,Day
20207010,Day
20205121,Night
20191119,Night
20192173,Night
20193073,Day
20192170,Night
20197003,Day
20194003,Day
20191322,Day
20193148,Day
20192171,Night
20192038,Night
20194038,Day
20195069,Day
20193071,Day
20193006,Night
20194020,Night
20194053,Night
20197018,Day
20193115,Day
20197021,Day
20191214,Day
20192073,Night
20191117,Night
20191169,Night
20191207,Night
20192176,Night
20198001,Day
20191012,Day
20194030,Day
20192130,Night
20191066,Day
20195135,Day
20191133,Day
20191089,Day
20194050,Night
20193168,Night
20191125,Night
20191078,Night
20192016,Night
20191071,Night
20195043,Night
20195073,Day
20191274,Day
20196003,Day
20192149,Night
20197016,Day
20195106,Day
20194051,Day
20195074,Day
20194068,Day
20192152,Night
20192072,Night
20191171,Night
20193015,Night
20195142,Night
20191035,Night
20192151,Night
20194076,Day
20192247,Night
20193029,Day
20192239,Night
20192104,Night
20192039,Night
20196023,Day
20192226,Night
20193060,Night
20191096,Night
20191076,Night
20195116,Night
20194072,Night
20191200,Day
20193004,Day
20192233,Night
20191026,Day
20192082,Night
20193090,Day
20191248,Day
20197020,Day
20196011,Night
20191321,Night
20193009,Night
20191250,Night
20191256,Night
20193099,Night
20195063,Night
20191105,Day
20194032,Day
20194014,Day
20191261,Day
20193127,Day
20195119,Day
20193069,Day
20191120,Night
20197010,Night
20194067,Night
20195081,Night
20193134,Day
20196010,Day
20192096,Night
20194055,Day
20191127,Day
20191209,Day
20191057,Day
20192129,Night
20193139,Night
20191154,Night
20192052,Night
20192078,Night
20193052,Night
20191262,Day
20194080,Day
20191313,Day
20191063,Day
20194086,Day
20193123,Night
20192208,Night
20192087,Night
20191296,Night
20192127,Night
20193177,Day
20193167,Day
20195099,Day
20194061,Day
20193013,Day
20191004,Day
20191213,Day
20191215,Day
20193129,Night
20193053,Night
20191092,Night
20194092,Night
20191232,Night
20194084,Night
20195105,Day
20192107,Night
20195120,Night
20193153,Night
20191158,Night
20192147,Night
20194077,Day
20192203,Night
20191151,Day
20191087,Day
20195016,Day
20191303,Day
20192219,Night
20192216,Night
20192206,Night
20195122,Day
20194029,Night
20195084,Night
20191283,Night
20191305,Day
20194059,Day
20192027,Night
20191101,Day
20193048,Day
20193023,Day
20191128,Night
20192172,Night
20194042,Day
20191141,Day
20192084,Night
20191230,Day
20192020,Night
20193046,Day
20192112,Night
20195026,Day
20193064,Day
20194104,Day
20194110,Day
20191324,Day
20191075,Night
20196002,Night
20194097,Night
20192186,Night
20193179,Day
20192003,Night
20191291,Day
20194098,Day
20191007,Day
20191132,Day
20191263,Night
20193183,Night
20195098,Night
20192217,Night
20193102,Day
20192137,Night
20198002,Day
20192131,Night
20191307,Night
20193180,Night
20191023,Night
20192224,Night
20192245,Night
20194025,Day
20191061,Day
20191088,Day
20194008,Day
20191006,Day
20193137,Day
20191072,Day
20193188,Night
20194048,Night
20193103,Night
20191060,Night
20194079,Night
20192019,Night
20193083,Night
20192165,Night
20192118,Night
20191167,Day
20196021,Day
20191136,Day
20193176,Day
20193042,Day
20191260,Day
20192047,Night
20191028,Day
20192227,Night
20193151,Day
20192174,Night
20193159,Night
20194013,Night
20192238,Night
20193096,Night
20192162,Night
20191281,Night
20197024,Night
20191199,Night
20193130,Night
20192155,Night
20195027,Day
20194011,Day
20193187,Day
20195038,Day
20191257,Day
20192237,Night
20193117,Day
20195009,Night
20192077,Night
20191195,Day
20191193,Day
20191273,Day
20193146,Day
20191183,Day
20193097,Day
20192213,Night
20191175,Day
20191113,Day
20193161,Day
20195061,Day
20195139,Day
20192157,Night
20193194,Night
20192060,Night
20191039,Day
20193119,Day
20192048,Night
20192205,Night
20191285,Day
20193113,Day
20191202,Day
20195060,Day
20192228,Night
20191312,Night
20193032,Night
20191191,Night
20191043,Night
20191176,Day
20197013,Day
20191112,Day
20191277,Day
20193040,Day
20195023,Day
20192197,Night
20192028,Night
20191150,Night
20191240,Night
20191162,Night
20193089,Day
20195052,Day
20191212,Day
20193124,Day
20191222,Day
20191282,Day
20191099,Day
20193056,Night
20193154,Night
20195017,Night
20191020,Night
20193178,Day
20191170,Day
20193045,Day
20192229,Night
20191229,Day
20194022,Day
20196016,Day
20191048,Day
20193132,Night
20192158,Night
20192091,Night
20191223,Day
20195064,Day
20191148,Day
20193145,Day
20192026,Night
20195091,Day
20191287,Day
20193114,Day
20191116,Day
20191203,Day
20192004,Night
20193173,Night
20192164,Night
20191115,Night
20192070,Night
20195080,Day
20195019,Day
20191276,Day
20193085,Night
20196005,Night
20191073,Day
20192142,Night
20193017,Day
20193080,Day
20198004,Day
20191098,Day
20195056,Day
20194085,Day
20193067,Day
20193074,Day
20192008,Night
20193105,Day
20191329,Night
20191016,Night
20193118,Night
20191015,Night
20192062,Night
20193049,Day
20195013,Day
20193078,Day
20192207,Night
20191168,Day
20191102,Night
20191279,Night
20195140,Night
20194096,Night
20192083,Night
20193116,Night
20193150,Day
20193186,Day
20193010,Day
20191246,Day
20192049,Night
20191093,Day
20193036,Day
20196019,Day
20194089,Day
20195070,Day
20193088,Night
20191163,Night
20191110,Night
20192144,Night
20193166,Night
20192138,Night
20193147,Night
20197019,Day
20193135,Day
20192209,Night
20192031,Night
20193126,Day
20193021,Day
20192053,Night
20192156,Night
20191309,Day
20194065,Day
20195097,Night
20191293,Night
20191216,Night
20195127,Day
20191326,Day
20191254,Day
20192011,Night
20191189,Day
20193008,Day
20191111,Day
20194018,Day
20193024,Day
20193016,Day
20195086,Day
20195144,Day
20191064,Night
20193152,Night
20191085,Night
20191186,Night
20193027,Night
20192014,Night
20196001,Night
20193072,Day
20191149,Day
20192056,Night
20195147,Day
20193084,Day
20193001,Night
20191114,Night
20191156,Night
20195125,Night
20191090,Night
20195094,Night
20191206,Day
20191029,Day
20194054,Day
20194047,Day
20194101,Day
20191164,Day
20191269,Day
20193162,Day
20192150,Night
20193142,Night
20191034,Night
20192128,Night
20197008,Night
20191097,Day
20191244,Day
20191228,Day
20194083,Day
20195092,Day
20191311,Day
20193025,Night
20195003,Night
20195059,Night
20191268,Night
20191278,Night
20193022,Day
20195112,Day
20195042,Day
20191320,Day
20195037,Night
20192090,Night
20191070,Night
20197001,Day
20191095,Day
20193106,Day
20193028,Day
20196017,Day
20192022,Night
20192121,Night
20193039,Night
20193076,Night
20195150,Night
20192071,Night
20191302,Night
20196006,Day
20191165,Day
20194106,Day
20195031,Day
20193018,Day
20194039,Day
20191160,Day
20192074,Night
20193136,Day
20191301,Day
20192244,Night
20191124,Night
20191058,Night
20194021,Night
20192064,Night
20195108,Night
20193034,Day
20191086,Day
20196013,Day
20194015,Day
20193155,Day
20194012,Day
20192210,Night
20192154,Night
20191083,Day
20193189,Night
20192063,Night
20191317,Night
20193163,Night
20191144,Night
20195068,Night
20193164,Day
20191327,Day
20193092,Day
20191272,Day
20191310,Day
20192092,Night
20191081,Day
20191143,Day
20192030,Night
20192089,Night
20192034,Night
20193070,Day
20193044,Day
20193169,Day
20197015,Day
20195020,Day
20191131,Night
20191255,Night
20195039,Night
20194064,Night
20195001,Day
20191009,Day
20195005,Day
20197026,Day
20197025,Day
20192054,Night
20191197,Night
20195101,Night
20194087,Night
20193043,Night
20192002,Night
20194034,Day
20192181,Night
20193143,Night
20195141,Night
20191013,Night
20195107,Day
20191137,Day
20194100,Day
20191218,Day
20192184,Night
20192188,Night
20191178,Day
20194052,Day
20191297,Day
20191146,Day
20191030,Day
20194107,Night
20196008,Night
20191184,Night
20191300,Day
20194006,Day
20195132,Day
20193101,Day
20194024,Day
20193125,Day
20195033,Day
20192204,Night
20192065,Night
20195117,Night
20195126,Night
20192231,Night
20195021,Night
20191298,Day
20192199,Night
20193030,Day
20195131,Day
20195058,Day
20195022,Day
20191051,Day
20191077,Day
20194060,Night
20192123,Night
20192006,Night
20194049,Night
20194088,Night
20192010,Night
20192243,Night
20191126,Night
20191280,Night
20193002,Night
20193057,Night
20192201,Night
20192115,Night
20193138,Day
20191208,Day
20195041,Day
20192111,Night
20191019,Night
20193172,Night
20193094,Night
20195148,Day
20195066,Day
20191205,Day
20193141,Day
20192075,Night
20192218,Night
20197014,Day
20192234,Night
20191243,Day
20191237,Day
20191082,Night
20193185,Night
20197017,Night
20191328,Night
20196009,Day
20196020,Day
20191315,Day
20193065,Day
20195045,Night
20191289,Night
20195057,Night
20198005,Night
20191236,Day
20192100,Night
20191235,Night
20195015,Night
20195103,Night
20191194,Night
20192166,Night
20193020,Day
20191011,Day
20194023,Day
20195134,Day
20193061,Day
20192193,Night
20193160,Day
20192240,Night
20195130,Night
20192088,Night
20191109,Night
20191318,Day
20194094,Day
20192116,Night
20191008,Day
20194066,Day
20192035,Night
20191253,Day
20192099,Night
20196014,Day
20193121,Day
20194069,Night
20192211,Night
20192113,Night
20191217,Night
20192140,Night
20193195,Night
20191173,Night
20194007,Night
20195114,Day
20192191,Night
20194016,Day
20192126,Night
20195049,Day
20195025,Day
20193007,Day
20192143,Night
20192032,Night
20192086,Night
20194078,Day
20191027,Day
20192013,Night
20195055,Night
20193095,Night
20192175,Night
20191219,Day
20193031,Day
20194037,Day
20192248,Night
20192050,Night
20194026,Day
20192105,Night
20196027,Night
20191049,Night
20193192,Night
20193059,Night
20194103,Night
20191056,Night
20192246,Night
20193066,Day
20191140,Day
20194082,Day
20193170,Day
20191091,Day
20195109,Day
20191134,Day
20194031,Day
20195128,Day
20191325,Night
20195129,Night
20192215,Night
20193196,Day
20193112,Day
20192133,Night
20191001,Day
20193012,Day
20191198,Day
20191121,Night
20193174,Night
20197027,Night
20192163,Night
20192094,Night
20193104,Day
20191130,Day
20193051,Day
20191304,Day
20195007,Day
20192122,Night
20193019,Night
20192095,Night
20197028,Night
20194058,Night
20192236,Night
20193037,Night
20192024,Night
20193181,Night
20192059,Night
20192001,Night
20194102,Day
20192109,Night
20197005,Day
20194105,Day
20191252,Day
20193109,Day
20194005,Day
20195053,Day
20191142,Day
20195077,Day
20194081,Day
20192068,Night
20191052,Night
20195136,Night
20193026,Night
20195006,Night
20192085,Night
20192101,Night
20191227,Day
20191017,Day
20192232,Night
20192235,Night
20193107,Day
20191188,Night
20192108,Night
20192125,Night
20196015,Night
20194046,Night
20194091,Night
20194010,Day
20193144,Day
20195088,Day
20194071,Day
20195087,Day
20192067,Night
20191319,Day
20197023,Night
20191041,Night
20193100,Night
20195090,Night
20191024,Night
20195040,Night
20195036,Night
20192015,Night
20192169,Night
20191084,Day
20191103,Day
20193111,Day
20195004,Day
20192177,Night
20191042,Night
20195145,Night
20196018,Night
20193033,Night
20192230,Night
20191002,Day
20192080,Night
20192139,Night
20191118,Night
20191179,Night
20191226,Night
20191264,Day
20193122,Day
20192036,Night
20191031,Day
20191247,Day
20191284,Day
20193093,Day
20191080,Day
20196026,Day
20191138,Day
20192098,Night
20191234,Night
20194019,Night
20197006,Night
20195044,Night
20193131,Day
20193157,Day
20192194,Night
20191221,Day
20191239,Day
20195093,Day
20191062,Day
20192225,Night
20192069,Night
20192222,Night
20195054,Night
20191147,Night
20191059,Day
20193055,Day
20193038,Day
20191185,Day
20191157,Day
20194033,Day
20192055,Night
20193184,Day
20191033,Day
20195008,Day
20191094,Night
20192192,Night
20192110,Night
20196012,Day
20192153,Night
20193175,Day
20192167,Night
20193068,Day
20197002,Day
20192061,Night
20193050,Night
20193133,Night
20191010,Day
20193149,Day
20194028,Day
20191018,Day
20196028,Day
20191180,Day
20191166,Day
20192242,Night
20191286,Day
20191275,Night
20193011,Night
20191231,Night
20194040,Night
20195083,Night
20191238,Night
20195076,Night
20191211,Night
20192187,Night
20191122,Day
20193165,Day
20192114,Night
20192066,Night
20191152,Day
20194090,Day
20192119,Night
20195082,Day
20192183,Night
20193005,Day
20191161,Day
20195115,Day
20195143,Day
20192117,Night
20196004,Night
20191306,Night
20192005,Night
20191267,Day
20192212,Night
20194001,Day
20195096,Day
20193082,Day
20191196,Day
20193035,Day
20191224,Day
20191249,Day
20194041,Day
20195024,Night
20192041,Night
20191270,Night
20191032,Night
20193108,Night
20191014,Day
20191022,Day
20194056,Day
20193110,Day
20193079,Day
20191266,Day
20191242,Day
20192120,Night
20194002,Night
20191201,Night
20194073,Night
20195047,Night
20193182,Night
20191294,Night
20194045,Day
20191068,Day
20194062,Day
20191245,Day
20196024,Day
20194004,Day
20191108,Day
20191225,Day
20191104,Day
20195133,Night
20196025,Night
20191135,Day
20195012,Day
20195152,Day
20191067,Day
20192134,Night
20193193,Day
20193140,Night
20192051,Night
20197011,Night
20192093,Night
20191145,Day
20192146,Night
20194099,Day
20191155,Day
20192196,Night
20195151,Night
20192046,Night
20192159,Night
20192221,Night
20193041,Day
20191123,Day
20195065,Day
20192017,Night
20192135,Night
20192018,Night
20191258,Night
20191106,Night
20191050,Night
20193081,Night
20191037,Day
20191107,Day
20191290,Day
20192185,Night
20193156,Day
20192044,Night
20191314,Day
20191100,Night
20191047,Night
20192160,Night
20192012,Night
20195048,Night
20191159,Night
20194044,Night
20193003,Day
20191220,Day
20192037,Night
20191192,Day
20193171,Day
20195123,Day
20195072,Day
20191005,Day
20192189,Night
20191210,Day
20191172,Day
20192058,Night
20192043,Night
20192200,Night
20193091,Night
20195138,Night
20196022,Night
20191271,Night
20193014,Day
20195050,Day
20192033,Night
20191241,Day
20195034,Day
20191182,Day
20196029,Day
20192023,Night
20191181,Night
20191025,Day
20191021,Day
20192103,Night
20192040,Night
20194017,Day
20192220,Night
20192148,Night
20195002,Day
20192178,Night
20192097,Night
20193075,Day
20192202,Night
20195110,Night
20195118,Night
20192007,Night
20191204,Day
20195102,Day
20194057,Day
20195062,Day
20195085,Day
20192076,Night
20192079,Night
20195046,Day
20193086,Night
20198003,Night
20192190,Night
20191153,Night
20192195,Night
20195010,Day
20195146,Day
20191251,Day
20193158,Day
20192009,Night
20192161,Night
20194074,Day
20191046,Day
20195078,Night
20193191,Night
20191053,Night
20191299,Night
20194009,Night
20195014,Night
20193087,Night
20197007,Night
20191265,Day
20191174,Day
20195075,Day
20191079,Day
20194093,Day
20191074,Day
20191069,Day
20192198,Night
20191308,Day
20197009,Day
20195011,Night
20193120,Night
20193063,Night
20193054,Day
20191139,Day
20192106,Night
20191292,Day
20192241,Night
20194109,Day
20194095,Day
20194035,Day
20191038,Day
20192179,Night
20192132,Night
20191295,Night
20195028,Night
20192168,Night
20191129,Night
20193077,Night
20193128,Night
20192136,Night
20191054,Day
20194070,Day
20195030,Day
20192042,Night
20197012,Day
20191065,Day
20192145,Night
20191003,Day
20197022,Day
20192180,Night
20194043,Day
20192025,Night
20191288,Day
20197004,Night
20192057,Night
20191055,Night
20196007,Night
20191177,Night
20194063,Day
20193190,Day
20195113,Day
20194075,Day
20191323,Day
20191190,Day
20191036,Day
20191040,Day
20195071,Day
20192124,Night
20191045,Night
20195095,Night
20195111,Night
20194036,Day
20191259,Day
20191316,Day
20192081,Night
20194108,Day
20194027,Day
20191044,Day
20193058,Night
20191233,Night
20192141,Night
20193062,Night
20193047,Night
20191187,Night
20181309,Night
20184025,Night
20183053,Night
20181079,Day
20184009,Day
20183089,Day
20181062,Day
20181110,Day
20181038,Day
20181264,Day
20183091,Night
20181203,Night
20185100,Night
20182022,Night
20183039,Night
20182113,Night
20182017,Night
20184050,Day
20183154,Day
20181166,Day
20187028,Day
20183059,Night
20182094,Night
20183043,Night
20182049,Night
20183149,Night
20182155,Night
20182073,Night
20184027,Night
20181276,Night
20181231,Day
20185114,Day
20181105,Day
20183159,Day
20186030,Day
20181243,Day
20182199,Day
20185134,Night
20182159,Night
20183092,Night
20182071,Night
20181049,Day
20183141,Day
20183034,Day
20184038,Day
20181086,Day
20182106,Day
20183210,Day
20183022,Day
20181232,Day
20185139,Day
20181188,Day
20185076,Day
20181114,Night
20183065,Night
20187036,Night
20185138,Day
20183224,Day
20184024,Day
20185097,Day
20181107,Day
20186019,Day
20183025,Day
20183140,Day
20184016,Day
20183116,Night
20187003,Night
20185132,Day
20186012,Day
20181304,Day
20183161,Day
20181226,Day
20182035,Night
20181237,Night
20185085,Night
20182178,Day
20181269,Day
20185036,Day
20182081,Day
20183087,Day
20181056,Day
20181170,Day
20181002,Night
20182019,Night
20181148,Night
20182110,Night
20183085,Night
20184002,Night
20181077,Night
20184005,Night
20186001,Night
20182023,Day
20187026,Day
20184031,Day
20182181,Day
20185067,Day
20181214,Day
20181059,Day
20183020,Night
20182004,Night
20182002,Night
20183126,Night
20185016,Night
20181302,Night
20187029,Night
20183029,Day
20183171,Day
20184030,Day
20181031,Day
20182116,Day
20181159,Day
20183139,Day
20181018,Day
20181045,Day
20183134,Night
20183145,Night
20185008,Night
20185005,Day
20184008,Day
20182163,Day
20181324,Day
20182037,Day
20181070,Day
20183200,Day
20183102,Day
20185048,Day
20181156,Day
20183010,Night
20184047,Night
20181234,Night
20182095,Night
20183046,Night
20182020,Night
20183081,Night
20182146,Night
20181271,Night
20185104,Night
20182090,Night
20181310,Night
20185007,Day
20185052,Day
20185049,Day
20184048,Day
20182099,Day
20182136,Day
20184044,Day
20183219,Day
20187031,Day
20182056,Day
20182063,Night
20181205,Night
20185041,Day
20181171,Day
20181190,Day
20185032,Day
20182158,Day
20185044,Day
20181325,Night
20183178,Night
20184057,Night
20186006,Night
20183023,Night
20183179,Night
20181071,Night
20186003,Day
20185111,Day
20181076,Day
20181033,Day
20182029,Day
20184073,Day
20184017,Day
20181187,Night
20182072,Night
20183062,Night
20181168,Night
20185001,Day
20181265,Day
20182040,Day
20182075,Night
20181209,Night
20181053,Day
20181042,Day
20182166,Day
20181179,Day
20181244,Day
20182161,Day
20183172,Night
20181194,Day
20187022,Day
20181129,Day
20182041,Day
20182191,Day
20183031,Day
20182192,Day
20184028,Night
20183101,Night
20187027,Night
20185031,Night
20182084,Night
20182100,Night
20181292,Day
20185106,Day
20182132,Day
20182148,Day
20183012,Day
20185095,Night
20185094,Night
20183007,Night
20182079,Night
20181144,Night
