Participant ID,Gender,Age,Age Group,Road User,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement
5790,Male,58,40_to_64,Driver,No,Yes,No
5791,Male,32,26_to_39,Motorcycle rider,No,No,No
5792,Male,23,17_to_25,Driver,No,No,No
5793,Male,19,17_to_25,Driver,No,No,No
5794,Male,64,40_to_64,Driver,No,No,No
5795,Male,23,17_to_25,Motorcycle rider,No,No,No
5796,Male,82,75_or_older,Driver,No,No,No
5797,Male,59,40_to_64,Driver,No,No,Yes
5798,Female,25,17_to_25,Passenger,No,No,No
5799,Male,19,17_to_25,Driver,No,No,No
5800,Male,23,17_to_25,Driver,No,No,No
5801,Male,68,65_to_74,Pedestrian,No,No,No
5802,Male,43,40_to_64,Driver,No,No,Yes
5803,Male,21,17_to_25,Passenger,No,No,No
5804,Male,28,26_to_39,Driver,No,No,No
5805,Male,20,17_to_25,Driver,No,No,No
5806,Female,56,40_to_64,Driver,No,No,No
5807,Male,36,26_to_39,Driver,No,Yes,No
5808,Male,47,40_to_64,Motorcycle rider,No,No,No
5809,Male,90,75_or_older,Driver,No,No,No
5810,Female,83,75_or_older,Pedestrian,No,Yes,No
5811,Male,25,17_to_25,Motorcycle rider,No,No,No
5812,Male,43,40_to_64,Motorcycle rider,No,No,No
5813,Female,81,75_or_older,Pedestrian,No,No,No
5814,Female,18,17_to_25,Driver,No,No,No
5815,Male,69,65_to_74,Pedestrian,No,Yes,No
5816,Male,74,65_to_74,Driver,No,No,Yes
5817,Male,46,40_to_64,Pedestrian,No,Yes,No
5818,Male,75,75_or_older,Driver,No,No,No
5819,Male,26,26_to_39,Motorcycle rider,No,No,No
5820,Female,75,75_or_older,Driver,No,No,No
5821,Female,23,17_to_25,Passenger,No,No,No
5822,Male,24,17_to_25,Driver,No,No,No
5823,Male,78,75_or_older,Driver,No,No,No
5824,Female,80,75_or_older,Pedestrian,No,No,No
5825,Male,66,65_to_74,Driver,No,No,No
5826,Male,20,17_to_25,Driver,No,No,No
5827,Male,66,65_to_74,Pedal cyclist,No,No,No
5828,Male,62,40_to_64,Motorcycle rider,No,No,No
5829,Female,30,26_to_39,Driver,No,No,No
5830,Female,42,40_to_64,Driver,No,No,No
5831,Male,42,40_to_64,Driver,No,No,No
5832,Male,63,40_to_64,Driver,No,No,Yes
5833,Male,62,40_to_64,Driver,No,No,Yes
5834,Male,41,40_to_64,Passenger,No,No,No
5835,Male,14,0_to_16,Passenger,No,No,No
5836,Male,20,17_to_25,Passenger,No,No,No
5837,Male,91,75_or_older,Driver,No,No,No
5838,Male,29,26_to_39,Driver,No,No,No
5839,Male,86,75_or_older,Driver,No,No,No
5840,Male,78,75_or_older,Pedestrian,No,No,No
5841,Male,21,17_to_25,Passenger,No,No,No
5842,Male,7,0_to_16,Passenger,No,No,No
5843,Male,31,26_to_39,Driver,No,No,Yes
5844,Male,35,26_to_39,Driver,No,No,Yes
5845,Male,17,17_to_25,Passenger,No,No,No
5846,Female,28,26_to_39,Passenger,No,No,No
5847,Male,19,17_to_25,Passenger,No,No,No
5848,Male,26,26_to_39,Motorcycle rider,No,No,No
5849,Male,50,40_to_64,Driver,No,No,Yes
5850,Male,55,40_to_64,Passenger,No,No,No
5851,Male,66,65_to_74,Pedal cyclist,No,No,No
5852,Male,82,75_or_older,Driver,No,No,No
5853,Male,27,26_to_39,Driver,No,No,No
5854,Male,86,75_or_older,Driver,No,No,Yes
5855,Male,92,75_or_older,Passenger,No,No,No
5856,Female,26,26_to_39,Driver,No,No,No
5857,Male,90,75_or_older,Driver,No,No,No
5858,Male,46,40_to_64,Driver,No,No,No
5859,Male,80,75_or_older,Pedestrian,No,No,No
5860,Male,20,17_to_25,Driver,No,No,No
5861,Male,36,26_to_39,Driver,No,No,Yes
5862,Male,29,26_to_39,Pedestrian,No,No,No
5863,Male,72,65_to_74,Pedestrian,No,No,No
5864,Male,26,26_to_39,Driver,No,No,No
5865,Male,47,40_to_64,Driver,No,No,No
5866,Male,38,26_to_39,Driver,No,No,No
5867,Male,43,40_to_64,Pedestrian,No,No,No
5868,Male,27,26_to_39,Passenger,No,No,No
5869,Female,25,17_to_25,Driver,No,Yes,No
5870,Male,89,75_or_older,Pedestrian,No,No,No
5871,Female,86,75_or_older,Pedestrian,No,No,No
5872,Male,53,40_to_64,Driver,No,No,Yes
5873,Male,78,75_or_older,Pedestrian,No,No,No
5874,Female,62,40_to_64,Pedestrian,No,No,No
5875,Male,51,40_to_64,Driver,No,No,No
5876,Male,24,17_to_25,Motorcycle rider,No,No,No
5877,Male,18,17_to_25,Passenger,No,No,No
5878,Male,56,40_to_64,Driver,No,No,Yes
5879,Male,23,17_to_25,Driver,No,No,Yes
5880,Female,47,40_to_64,Driver,No,No,No
5881,Male,27,26_to_39,Motorcycle rider,No,No,No
5882,Female,0,0_to_16,Passenger,No,No,No
5883,Female,92,75_or_older,Driver,No,No,No
5884,Male,58,40_to_64,Motorcycle rider,No,No,No
5885,Male,36,26_to_39,Driver,No,Yes,No
5886,Male,25,17_to_25,Pedestrian,No,No,No
5887,Female,31,26_to_39,Pedestrian,No,No,No
5888,Male,29,26_to_39,Passenger,No,No,No
5889,Male,35,26_to_39,Driver,No,No,No
5890,Male,23,17_to_25,Pedestrian,No,No,No
5891,Male,63,40_to_64,Motorcycle rider,No,No,No
5892,Female,21,17_to_25,Driver,No,No,No
5893,Female,48,40_to_64,Passenger,No,No,No
5894,Female,19,17_to_25,Pedestrian,No,No,No
5895,Male,91,75_or_older,Pedestrian,No,No,No
5896,Female,75,75_or_older,Driver,No,No,No
5897,Male,23,17_to_25,Driver,No,No,No
5898,Male,57,40_to_64,Driver,No,No,No
5899,Male,20,17_to_25,Driver,No,No,No
5900,Male,40,40_to_64,Motorcycle rider,No,No,No
5901,Female,70,65_to_74,Passenger,No,No,No
5902,Female,5,0_to_16,Passenger,No,No,No
5903,Female,19,17_to_25,Passenger,Yes,No,No
5904,Male,50,40_to_64,Driver,No,No,No
5905,Female,76,75_or_older,Driver,No,No,No
5906,Female,72,65_to_74,Passenger,No,No,No
5907,Male,54,40_to_64,Driver,No,No,No
5908,Male,39,26_to_39,Driver,No,No,No
5909,Male,30,26_to_39,Pedal cyclist,No,No,No
5910,Female,89,75_or_older,Driver,No,No,No
5911,Female,31,26_to_39,Pedestrian,No,No,No
5912,Male,18,17_to_25,Passenger,No,No,No
5913,Male,43,40_to_64,Driver,No,No,No
5914,Male,90,75_or_older,Driver,No,No,No
5915,Male,21,17_to_25,Driver,No,Yes,No
5916,Male,45,40_to_64,Driver,No,Yes,No
5917,Male,80,75_or_older,Driver,No,No,No
5918,Male,78,75_or_older,Passenger,No,Yes,No
5919,Male,75,75_or_older,Driver,No,Yes,No
5920,Male,46,40_to_64,Motorcycle rider,No,No,No
5921,Male,48,40_to_64,Motorcycle rider,No,No,No
5922,Male,67,65_to_74,Driver,No,Yes,No
5923,Female,81,75_or_older,Pedestrian,No,No,No
5924,Male,56,40_to_64,Driver,No,No,Yes
5925,Male,38,26_to_39,Driver,No,No,No
5926,Male,21,17_to_25,Driver,No,No,No
5927,Male,37,26_to_39,Motorcycle rider,No,No,No
5928,Male,36,26_to_39,Pedestrian,No,No,No
5929,Male,23,17_to_25,Driver,No,No,No
5930,Female,69,65_to_74,Passenger,No,No,Yes
5931,Male,20,17_to_25,Driver,No,No,No
5932,Male,77,75_or_older,Driver,No,No,Yes
5933,Male,56,40_to_64,Pedestrian,No,Yes,No
5934,Male,56,40_to_64,Driver,No,Yes,No
5935,Male,53,40_to_64,Motorcycle rider,No,No,No
5936,Male,26,26_to_39,Passenger,No,No,No
5937,Male,21,17_to_25,Motorcycle rider,No,No,No
5938,Male,26,26_to_39,Motorcycle rider,No,No,No
5939,Female,24,17_to_25,Pedestrian,No,No,No
5940,Female,15,0_to_16,Driver,No,No,No
5941,Male,39,26_to_39,Driver,No,No,No
5942,Male,43,40_to_64,Pedestrian,No,No,No
5943,Male,47,40_to_64,Pedestrian,No,No,No
5944,Female,70,65_to_74,Driver,No,No,No
5945,Male,27,26_to_39,Motorcycle rider,No,No,Yes
5946,Male,57,40_to_64,Motorcycle rider,No,No,No
5947,Male,59,40_to_64,Motorcycle rider,No,No,No
5948,Male,71,65_to_74,Pedestrian,No,No,No
5949,Male,81,75_or_older,Driver,No,No,No
5950,Male,63,40_to_64,Motorcycle rider,No,No,No
5951,Female,48,40_to_64,Driver,No,Yes,No
5952,Male,47,40_to_64,Driver,No,Yes,No
5953,Female,84,75_or_older,Driver,No,No,No
5954,Male,56,40_to_64,Driver,No,No,No
5955,Male,50,40_to_64,Motorcycle rider,No,No,No
5956,Male,53,40_to_64,Driver,No,No,Yes
5957,Male,55,40_to_64,Driver,No,Yes,No
5958,Male,72,65_to_74,Driver,No,No,Yes
5959,Male,86,75_or_older,Pedestrian,No,No,No
5960,Female,49,40_to_64,Pedestrian,No,Yes,No
5961,Male,31,26_to_39,Driver,No,No,No
5962,Female,4,0_to_16,Passenger,No,No,No
5963,Male,6,0_to_16,Passenger,No,No,No
5964,Male,35,26_to_39,Driver,No,No,No
5965,Male,65,65_to_74,Driver,No,No,No
5966,Male,18,17_to_25,Passenger,No,No,No
5967,Male,19,17_to_25,Driver,No,No,No
5968,Male,19,17_to_25,Passenger,No,No,No
5969,Male,18,17_to_25,Passenger,No,No,No
5970,Female,37,26_to_39,Driver,No,No,No
5971,Male,47,40_to_64,Driver,No,No,No
5972,Male,44,40_to_64,Motorcycle rider,No,No,No
5973,Female,38,26_to_39,Driver,No,No,No
5974,Male,70,65_to_74,Motorcycle rider,No,No,No
5975,Male,25,17_to_25,Driver,No,No,No
5976,Female,75,75_or_older,Passenger,No,No,No
5977,Male,47,40_to_64,Driver,No,No,No
5978,Male,43,40_to_64,Driver,No,No,Yes
5979,Male,36,26_to_39,Passenger,No,No,No
5980,Male,31,26_to_39,Passenger,No,No,No
5981,Male,86,75_or_older,Driver,No,No,Yes
5982,Male,67,65_to_74,Driver,No,No,No
5983,Male,79,75_or_older,Passenger,No,No,No
5984,Male,12,0_to_16,Passenger,No,No,No
5985,Male,30,26_to_39,Motorcycle rider,No,No,No
5986,Male,29,26_to_39,Motorcycle rider,No,No,No
5987,Male,30,26_to_39,Motorcycle rider,No,No,No
5988,Male,71,65_to_74,Passenger,No,No,No
5989,Male,61,40_to_64,Pedestrian,No,No,No
5990,Male,53,40_to_64,Driver,No,No,No
5991,Male,62,40_to_64,Pedal cyclist,No,No,Yes
5992,Female,9,0_to_16,Passenger,No,No,No
5993,Male,49,40_to_64,Motorcycle rider,No,No,No
5994,Male,78,75_or_older,Driver,No,No,No
5995,Male,51,40_to_64,Driver,No,No,No
5996,Male,55,40_to_64,Motorcycle rider,No,No,No
5997,Female,68,65_to_74,Driver,No,No,Yes
5998,Male,64,40_to_64,Motorcycle rider,No,No,No
5999,Male,59,40_to_64,Pedal cyclist,No,No,No
6000,Female,24,17_to_25,Passenger,No,No,No
6001,Male,59,40_to_64,Motorcycle rider,No,No,No
6002,Male,48,40_to_64,Motorcycle rider,No,No,No
6003,Female,33,26_to_39,Passenger,No,No,No
6004,Male,20,17_to_25,Passenger,No,No,No
6005,Female,36,26_to_39,Driver,No,No,No
6006,Male,53,40_to_64,Driver,No,No,No
6007,Female,50,40_to_64,Pedal cyclist,No,No,No
6008,Male,22,17_to_25,Driver,No,No,No
6009,Male,18,17_to_25,Passenger,No,No,No
6010,Female,90,75_or_older,Passenger,No,No,No
6011,Female,47,40_to_64,Pedestrian,No,No,No
6012,Male,57,40_to_64,Motorcycle rider,No,No,No
6013,Female,89,75_or_older,Pedestrian,No,No,No
6014,Male,21,17_to_25,Passenger,No,No,No
6015,Female,46,40_to_64,Motorcycle rider,No,Yes,No
6016,Female,21,17_to_25,Pedal cyclist,No,Yes,No
6017,Female,78,75_or_older,Driver,No,No,No
6018,Female,41,40_to_64,Driver,No,No,Yes
6019,Male,52,40_to_64,Driver,No,No,No
6020,Male,33,26_to_39,Driver,No,No,No
6021,Male,64,40_to_64,Driver,No,No,Yes
6022,Male,63,40_to_64,Driver,No,No,Yes
6023,Male,30,26_to_39,Driver,No,No,No
6024,Female,77,75_or_older,Driver,No,No,No
6025,Male,73,65_to_74,Motorcycle rider,No,No,No
6026,Female,49,40_to_64,Passenger,No,No,No
6027,Male,60,40_to_64,Driver,No,No,No
6028,Male,32,26_to_39,Driver,No,No,Yes
6029,Male,16,0_to_16,Motorcycle rider,No,No,No
6030,Male,73,65_to_74,Motorcycle rider,No,No,No
6031,Female,35,26_to_39,Driver,No,No,No
6032,Male,42,40_to_64,Motorcycle rider,No,No,No
6033,Female,45,40_to_64,Driver,No,No,Yes
6034,Female,62,40_to_64,Passenger,No,No,No
6035,Female,66,65_to_74,Driver,No,No,No
6036,Female,50,40_to_64,Driver,No,No,No
6037,Male,25,17_to_25,Passenger,No,No,No
6038,Male,28,26_to_39,Driver,No,No,Yes
6039,Male,56,40_to_64,Driver,No,No,Yes
6040,Male,47,40_to_64,Driver,No,No,Yes
6041,Male,57,40_to_64,Motorcycle rider,No,No,No
6042,Male,40,40_to_64,Pedestrian,Yes,No,No
6043,Female,56,40_to_64,Pedestrian,No,Yes,No
6044,Male,17,17_to_25,Motorcycle rider,No,No,No
6045,Female,60,40_to_64,Passenger,No,No,No
6046,Male,48,40_to_64,Motorcycle rider,No,No,No
6047,Female,86,75_or_older,Driver,No,No,No
6048,Male,80,75_or_older,Passenger,No,No,No
6049,Female,66,65_to_74,Passenger,No,Yes,No
6050,Male,60,40_to_64,Driver,No,Yes,No
6051,Male,47,40_to_64,Motorcycle rider,No,No,No
6052,Male,31,26_to_39,Driver,No,No,No
6053,Male,39,26_to_39,Driver,No,No,Yes
6054,Female,43,40_to_64,Driver,No,No,No
6055,Male,25,17_to_25,Motorcycle rider,No,No,No
6056,Male,69,65_to_74,Pedestrian,No,No,No
6057,Male,88,75_or_older,Driver,No,No,No
6058,Female,49,40_to_64,Motorcycle rider,No,Yes,No
6059,Male,57,40_to_64,Motorcycle rider,No,No,No
6060,Male,85,75_or_older,Driver,No,No,No
6061,Male,35,26_to_39,Pedestrian,No,No,No
6062,Male,86,75_or_older,Pedestrian,No,Yes,No
6063,Male,62,40_to_64,Pedestrian,Yes,No,No
6064,Male,61,40_to_64,Motorcycle rider,No,No,No
6065,Male,24,17_to_25,Motorcycle rider,No,No,No
6066,Male,0,0_to_16,Passenger,No,No,No
6067,Male,45,40_to_64,Driver,No,No,No
6068,Male,19,17_to_25,Driver,No,No,No
6069,Male,24,17_to_25,Pedestrian,No,No,No
6070,Male,31,26_to_39,Driver,No,Yes,No
6071,Male,40,40_to_64,Driver,No,No,No
6072,Male,81,75_or_older,Driver,No,No,No
6073,Male,49,40_to_64,Pedal cyclist,No,Yes,No
6074,Male,41,40_to_64,Motorcycle rider,No,No,No
6075,Female,89,75_or_older,Driver,No,No,No
6076,Male,24,17_to_25,Motorcycle rider,No,No,No
6077,Male,18,17_to_25,Pedal cyclist,No,No,Yes
6078,Female,74,65_to_74,Pedestrian,No,No,No
6079,Male,60,40_to_64,Motorcycle rider,No,No,No
6080,Male,69,65_to_74,Driver,No,No,No
6081,Male,28,26_to_39,Driver,No,No,Yes
6082,Male,23,17_to_25,Motorcycle rider,No,No,No
6083,Male,75,75_or_older,Pedal cyclist,No,No,No
6084,Female,10,0_to_16,Passenger,No,No,No
6085,Male,57,40_to_64,Motorcycle rider,No,No,No
6086,Male,6,0_to_16,Pedestrian,No,No,No
6087,Female,17,17_to_25,Passenger,No,No,No
6088,Male,64,40_to_64,Driver,No,No,No
6089,Male,70,65_to_74,Pedestrian,Yes,No,No
6090,Female,47,40_to_64,Driver,No,No,No
6091,Male,25,17_to_25,Driver,No,No,No
6092,Male,26,26_to_39,Motorcycle rider,No,No,No
6093,Male,24,17_to_25,Motorcycle rider,No,No,No
6094,Male,47,40_to_64,Motorcycle rider,No,No,No
6095,Male,46,40_to_64,Motorcycle rider,No,No,No
6096,Male,44,40_to_64,Motorcycle rider,No,No,No
6097,Female,44,40_to_64,Driver,No,No,No
6098,Female,81,75_or_older,Pedestrian,No,No,No
6099,Male,80,75_or_older,Driver,No,Yes,No
6100,Female,80,75_or_older,Passenger,No,Yes,No
6101,Male,61,40_to_64,Driver,No,No,No
6102,Female,84,75_or_older,Pedestrian,No,No,No
6103,Male,55,40_to_64,Driver,No,No,No
6104,Male,35,26_to_39,Driver,No,No,No
6105,Male,68,65_to_74,Motorcycle rider,No,No,No
6106,Male,51,40_to_64,Pedal cyclist,No,No,No
6107,Male,70,65_to_74,Driver,No,No,No
6108,Male,15,0_to_16,Pedal cyclist,No,Yes,No
6109,Male,28,26_to_39,Motorcycle rider,No,No,No
6110,Male,27,26_to_39,Pedestrian,No,No,No
6111,Male,49,40_to_64,Pedal cyclist,No,No,No
6112,Male,30,26_to_39,Driver,No,No,No
6113,Female,27,26_to_39,Driver,No,Yes,No
6114,Male,32,26_to_39,Motorcycle rider,No,No,No
6115,Female,87,75_or_older,Pedestrian,No,No,No
6116,Male,58,40_to_64,Driver,No,No,No
6117,Male,81,75_or_older,Pedestrian,No,No,No
6118,Male,86,75_or_older,Pedestrian,No,No,No
6119,Male,74,65_to_74,Pedestrian,No,No,No
6120,Male,76,75_or_older,Pedestrian,No,No,No
6121,Male,83,75_or_older,Motorcycle rider,No,No,No
6122,Male,34,26_to_39,Driver,No,No,No
6123,Female,63,40_to_64,Driver,No,No,No
6124,Male,19,17_to_25,Driver,No,No,No
6125,Male,39,26_to_39,Driver,No,No,Yes
6126,Female,23,17_to_25,Passenger,No,No,No
6127,Male,51,40_to_64,Passenger,No,No,No
6128,Female,61,40_to_64,Driver,No,No,No
6129,Male,24,17_to_25,Motorcycle rider,No,No,Yes
6130,Male,67,65_to_74,Pedestrian,No,No,No
6131,Male,87,75_or_older,Driver,No,No,No
6132,Female,86,75_or_older,Passenger,No,No,No
6133,Female,49,40_to_64,Driver,No,No,No
6134,Female,62,40_to_64,Driver,No,No,No
6135,Female,27,26_to_39,Driver,No,No,Yes
6136,Female,34,26_to_39,Driver,No,No,Yes
6137,Male,32,26_to_39,Driver,No,No,No
6138,Male,84,75_or_older,Driver,No,No,No
6139,Female,25,17_to_25,Pedestrian,No,No,Yes
6140,Male,45,40_to_64,Driver,No,No,No
6141,Female,26,26_to_39,Driver,No,No,No
6142,Male,36,26_to_39,Motorcycle rider,No,No,No
6143,Male,82,75_or_older,Driver,No,No,No
6144,Male,25,17_to_25,Driver,No,No,No
6145,Male,44,40_to_64,Driver,No,No,No
6146,Male,41,40_to_64,Driver,No,No,No
6147,Male,41,40_to_64,Motorcycle rider,No,No,No
6148,Female,47,40_to_64,Motorcycle rider,No,No,No
6149,Male,20,17_to_25,Passenger,No,No,No
6150,Male,44,40_to_64,Driver,No,No,No
6151,Male,55,40_to_64,Driver,No,No,No
6152,Male,44,40_to_64,Pedestrian,No,No,No
6153,Male,20,17_to_25,Driver,No,No,No
6154,Male,46,40_to_64,Driver,No,No,No
6155,Male,64,40_to_64,Driver,No,No,No
6156,Male,39,26_to_39,Passenger,No,No,No
6157,Female,69,65_to_74,Motorcycle rider,No,No,No
6158,Male,28,26_to_39,Driver,No,No,No
6159,Male,40,40_to_64,Driver,No,No,No
6160,Male,61,40_to_64,Driver,No,No,Yes
6161,Female,77,75_or_older,Passenger,No,No,No
6162,Male,49,40_to_64,Motorcycle rider,No,No,Yes
6163,Male,40,40_to_64,Driver,No,Yes,No
6164,Female,75,75_or_older,Passenger,No,No,No
6165,Male,18,17_to_25,Driver,No,No,No
6166,Male,28,26_to_39,Motorcycle rider,Yes,No,No
6167,Male,32,26_to_39,Motorcycle pillion passenger,Yes,No,No
6168,Male,21,17_to_25,Driver,No,No,No
6169,Female,19,17_to_25,Passenger,No,No,No
6170,Male,18,17_to_25,Driver,No,No,No
6171,Male,23,17_to_25,Driver,No,No,No
6172,Male,38,26_to_39,Pedestrian,No,No,No
6173,Male,43,40_to_64,Driver,No,No,No
6174,Male,34,26_to_39,Driver,No,No,No
6175,Male,86,75_or_older,Driver,No,No,No
6176,Female,83,75_or_older,Passenger,No,No,No
6177,Male,94,75_or_older,Driver,No,No,No
6178,Male,18,17_to_25,Motorcycle rider,No,No,No
6179,Female,3,0_to_16,Passenger,No,No,No
6180,Male,63,40_to_64,Driver,No,No,No
6181,Male,59,40_to_64,Motorcycle rider,No,No,No
6182,Male,56,40_to_64,Driver,No,No,No
6183,Male,12,0_to_16,Passenger,No,No,No
6184,Male,26,26_to_39,Driver,No,No,No
6185,Male,23,17_to_25,Motorcycle rider,No,No,No
6186,Male,24,17_to_25,Driver,No,No,No
6187,Male,59,40_to_64,Driver,No,No,No
6188,Male,23,17_to_25,Motorcycle pillion passenger,No,No,No
6189,Male,24,17_to_25,Motorcycle rider,No,No,No
6190,Male,52,40_to_64,Motorcycle rider,No,No,No
6191,Female,90,75_or_older,Driver,No,No,No
6192,Male,65,65_to_74,Motorcycle rider,No,No,No
6193,Female,74,65_to_74,Passenger,No,Yes,No
6194,Male,71,65_to_74,Pedestrian,No,No,No
6195,Male,19,17_to_25,Motorcycle rider,No,No,No
6196,Female,55,40_to_64,Passenger,No,No,No
6197,Female,84,75_or_older,Passenger,No,No,No
6198,Male,1,0_to_16,Pedestrian,No,No,No
6199,Male,41,40_to_64,Passenger,No,No,No
6200,Female,34,26_to_39,Driver,No,No,No
6201,Male,22,17_to_25,Driver,No,No,No
6202,Male,20,17_to_25,Motorcycle rider,No,No,No
6203,Male,43,40_to_64,Driver,No,No,No
6204,Male,59,40_to_64,Driver,No,No,No
6205,Male,33,26_to_39,Motorcycle rider,No,No,No
6206,Female,29,26_to_39,Motorcycle pillion passenger,No,No,No
6207,Male,20,17_to_25,Pedestrian,No,No,Yes
6208,Male,46,40_to_64,Driver,No,No,No
6209,Male,60,40_to_64,Pedal cyclist,No,No,Yes
6210,Male,93,75_or_older,Pedestrian,No,No,Yes
6211,Female,19,17_to_25,Passenger,No,No,No
6212,Male,26,26_to_39,Driver,No,No,No
6213,Female,72,65_to_74,Passenger,No,No,No
6214,Male,38,26_to_39,Passenger,No,No,No
6215,Male,55,40_to_64,Passenger,No,Yes,No
6216,Male,29,26_to_39,Driver,No,No,No
6217,Female,30,26_to_39,Passenger,No,No,No
6218,Male,57,40_to_64,Motorcycle rider,No,No,No
6219,Female,52,40_to_64,Driver,No,No,No
6220,Male,38,26_to_39,Driver,No,No,No
6221,Male,38,26_to_39,Driver,No,Yes,No
6222,Male,29,26_to_39,Passenger,No,No,No
6223,Male,51,40_to_64,Motorcycle rider,No,No,No
6224,Male,24,17_to_25,Passenger,No,No,No
6225,Male,30,26_to_39,Pedestrian,No,No,No
6226,Male,45,40_to_64,Driver,No,No,No
6227,Female,77,75_or_older,Pedestrian,Yes,No,No
6228,Male,82,75_or_older,Driver,No,No,No
6229,Male,24,17_to_25,Motorcycle rider,No,No,No
6230,Male,32,26_to_39,Driver,No,No,No
6231,Male,28,26_to_39,Driver,No,Yes,No
6232,Male,27,26_to_39,Motorcycle rider,No,No,No
6233,Male,45,40_to_64,Driver,No,Yes,No
6234,Male,28,26_to_39,Driver,No,Yes,No
6235,Male,52,40_to_64,Driver,No,Yes,No
6236,Male,62,40_to_64,Motorcycle rider,No,No,No
6237,Male,11,0_to_16,Passenger,No,No,No
6238,Female,52,40_to_64,Pedestrian,No,No,No
6239,Male,34,26_to_39,Driver,No,No,No
6240,Male,72,65_to_74,Pedestrian,No,No,Yes
6241,Female,79,75_or_older,Driver,No,No,No
6242,Male,54,40_to_64,Passenger,No,No,No
6243,Male,80,75_or_older,Driver,No,No,No
6244,Male,78,75_or_older,Driver,No,Yes,No
6245,Female,82,75_or_older,Pedestrian,No,No,No
6246,Female,32,26_to_39,Driver,No,No,Yes
6247,Male,63,40_to_64,Driver,No,No,No
6248,Male,41,40_to_64,Motorcycle rider,No,No,No
6249,Female,47,40_to_64,Driver,No,No,No
6250,Female,16,0_to_16,Passenger,No,No,Yes
6251,Male,44,40_to_64,Passenger,No,No,No
6252,Male,42,40_to_64,Driver,No,No,No
6253,Male,17,17_to_25,Pedestrian,No,No,No
6254,Male,34,26_to_39,Driver,No,No,No
6255,Male,24,17_to_25,Driver,No,No,No
6256,Male,24,17_to_25,Pedestrian,No,No,No
6257,Male,20,17_to_25,Pedestrian,No,No,No
6258,Male,40,40_to_64,Passenger,No,No,No
6259,Male,67,65_to_74,Motorcycle rider,No,No,No
6260,Male,1,0_to_16,Pedestrian,Yes,No,No
6261,Female,89,75_or_older,Passenger,No,No,No
6262,Male,30,26_to_39,Driver,No,No,No
6263,Male,67,65_to_74,Driver,No,No,No
6264,Male,61,40_to_64,Driver,No,No,No
6265,Male,47,40_to_64,Passenger,No,No,No
6266,Male,22,17_to_25,Driver,No,No,No
6267,Male,28,26_to_39,Driver,No,No,No
6268,Male,29,26_to_39,Pedestrian,No,No,No
6269,Male,38,26_to_39,Pedestrian,No,No,No
6270,Female,21,17_to_25,Passenger,No,No,No
6271,Male,20,17_to_25,Pedestrian,No,No,No
6272,Male,49,40_to_64,Driver,No,No,No
6273,Male,45,40_to_64,Driver,No,No,Yes
6274,Female,19,17_to_25,Driver,No,No,No
6275,Male,30,26_to_39,Driver,No,No,No
6276,Male,33,26_to_39,Motorcycle rider,No,No,No
6277,Male,52,40_to_64,Driver,No,No,No
6278,Male,76,75_or_older,Pedestrian,No,No,No
6279,Female,75,75_or_older,Pedestrian,No,No,No
6280,Female,51,40_to_64,Passenger,No,No,No
6281,Male,21,17_to_25,Driver,No,No,No
6282,Male,43,40_to_64,Pedal cyclist,No,No,No
6283,Male,32,26_to_39,Pedestrian,No,No,No
6284,Male,21,17_to_25,Pedestrian,No,No,No
6285,Male,32,26_to_39,Driver,No,No,No
6286,Female,19,17_to_25,Passenger,No,No,No
6287,Male,41,40_to_64,Passenger,No,No,Yes
6288,Male,66,65_to_74,Motorcycle rider,No,No,No
6289,Male,21,17_to_25,Driver,No,No,No
6290,Female,69,65_to_74,Driver,No,No,No
6291,Male,28,26_to_39,Motorcycle rider,No,No,No
6292,Male,52,40_to_64,Driver,No,No,No
6293,Male,29,26_to_39,Pedestrian,No,No,No
6294,Male,27,26_to_39,Driver,No,No,No
6295,Male,27,26_to_39,Passenger,No,No,No
6296,Male,22,17_to_25,Driver,No,No,No
6297,Male,20,17_to_25,Driver,No,No,Yes
6298,Male,16,0_to_16,Driver,No,No,No
6299,Male,18,17_to_25,Passenger,No,No,No
6300,Male,56,40_to_64,Driver,No,No,No
6301,Male,29,26_to_39,Motorcycle rider,No,No,No
6302,Male,46,40_to_64,Pedal cyclist,No,No,No
6303,Male,69,65_to_74,Motorcycle rider,No,No,No
6304,Male,17,17_to_25,Motorcycle rider,No,No,No
6305,Male,51,40_to_64,Motorcycle rider,No,No,No
6306,Male,66,65_to_74,Driver,No,No,No
6307,Male,54,40_to_64,Motorcycle rider,No,No,No
6308,Male,66,65_to_74,Driver,Yes,No,No
6309,Male,3,0_to_16,Passenger,No,No,No
6310,Male,19,17_to_25,Driver,No,No,No
6311,Male,45,40_to_64,Driver,No,No,No
6312,Female,69,65_to_74,Passenger,No,No,No
6313,Female,25,17_to_25,Passenger,No,No,No
6314,Female,49,40_to_64,Driver,No,No,No
6315,Female,18,17_to_25,Driver,No,No,Yes
6316,Male,90,75_or_older,Passenger,No,No,Yes
6317,Female,76,75_or_older,Driver,No,No,Yes
6318,Male,85,75_or_older,Driver,No,Yes,No
6319,Male,62,40_to_64,Pedestrian,No,No,No
6320,Female,18,17_to_25,Driver,No,No,No
6321,Male,18,17_to_25,Passenger,No,No,No
6322,Male,53,40_to_64,Motorcycle rider,No,No,No
6323,Male,7,0_to_16,Passenger,No,No,Yes
